source,source_type,target,target_type,weight
Ladro Mascherato,enemy,Furtivo,unknown,1
Lama Incantata,enemy,Capo,unknown,1
Legione Zombie,enemy,Orda,unknown,1
Lucciola Adulta,enemy,Solo,unknown,1
Lucciola Giovane,enemy,Solo,unknown,1
Lupo Mannaro,enemy,Furtivo,unknown,1
Maestro Assassino,enemy,Capo,unknown,1
Maestro delle Armi,enemy,Picchiatore,unknown,1
Maestro delle Bestie Gigante,enemy,Capo,unknown,1
Mago della Lama Seghettata,enemy,Supporto,unknown,1
Melma Rossa,enemy,Furtivo,unknown,1
Melma Verde,enemy,Furtivo,unknown,1
Mente dei Vampiri,enemy,Capo,unknown,1
Mercante,enemy,Sociale,unknown,1
Mercenario,enemy,Minion,unknown,1
Minotauro Demolitore,enemy,Picchiatore,unknown,1
Minotauro Demolitore,enemy,firbolg,unknown,1
Monarca,enemy,Sociale,unknown,1
Nobile Minore,enemy,Sociale,unknown,1
Ogre di Caverna,enemy,Solo,unknown,1
Ombra della Lama Seghettata,enemy,Furtivo,unknown,1
Oracolo del Destino,enemy,Solo,unknown,1
Orso,enemy,Picchiatore,unknown,1
Pastore di Alberi Minore,enemy,Minion,unknown,1
Pastore di Alberi Quercia,enemy,Picchiatore,unknown,1
Piccola Melma Rossa,enemy,Furtivo,unknown,1
Piccola Melma Verde,enemy,Furtivo,unknown,1
Piccolo Pastore di Alberi,enemy,Minion,unknown,1
Pirata Resiliente,enemy,Picchiatore,unknown,1
Predoni Pirati,enemy,Orda,unknown,1
Ratto Gigante,enemy,Minion,unknown,1
Recluta Gigante,enemy,Minion,unknown,1
Rovi Intricati,enemy,Minion,unknown,1
Scatola da Battaglia,enemy,Solo,unknown,1
Scavatore Acido,enemy,Solo,unknown,1
Sciame di Ratti,enemy,Orda,unknown,1
Sciame di Rovi Intricati,enemy,Orda,unknown,1
Scintilla Elementale,enemy,Minion,unknown,1
Scorpione Gigante,enemy,Picchiatore,unknown,1
Seguace della Lama Seghettata,enemy,Minion,unknown,1
Sentinella Guardiana della Cripta,enemy,Picchiatore,unknown,1
Serpente di Vetro,enemy,Standard,unknown,1
Servo dei Regni Esterni,enemy,Minion,unknown,1
Sirena,enemy,Furtivo,unknown,1
Soldato d'Assalto Caduto,enemy,Minion,unknown,1
Soldato d'Elite,enemy,Standard,unknown,1
Soldato Maledetto,enemy,Minion,unknown,1
Soldato Silvano,enemy,Standard,unknown,1
Spettro di Pietra,enemy,Furtivo,unknown,1
SpezzaGinocchia della Lama Seghettata,enemy,Picchiatore,unknown,1
Spia,enemy,Sociale,unknown,1
Squadrone di Arceri,enemy,Orda,unknown,1
Squalo,enemy,Picchiatore,unknown,1
Stregone Caduto,enemy,Supporto,unknown,1
Stregone Guerriero,enemy,a Distanza,unknown,1
Tenente della Lama Seghettata,enemy,Capo,unknown,1
Terribile Pipistrello,enemy,Furtivo,unknown,1
Teschio del Caos,enemy,a Distanza,unknown,1
Torretta Guardiana della Cripta,enemy,a Distanza,unknown,1
Vampiro,enemy,Standard,unknown,1
Zanna Cultista,enemy,Furtivo,unknown,1
Zanzare Giganti,enemy,Orda,unknown,1
Zombie Barcollante,enemy,Standard,unknown,1
Zombie Marcio,enemy,Minion,unknown,1
Zombie Muscoloso,enemy,Picchiatore,unknown,1
Zombie Perfezionato,enemy,Picchiatore,unknown,1
Ispirazione Divina,house_rule,Neir,location,1
Ispirazione Divina,house_rule,Guerra Celeste,lore,1
Ispirazione Divina,house_rule,Dimensione dello Spirito,lore,1
Ispirazione Divina,house_rule,Dimensione della Materia,lore,1
Ispirazione Divina,house_rule,Adraoos,deity_or_faction,1
Ispirazione Divina,house_rule,Bakraag,deity_or_faction,1
Ispirazione Divina,house_rule,Demien,deity_or_faction,1
Ispirazione Divina,house_rule,Doomkhan,deity_or_faction,1
Ispirazione Divina,house_rule,Fadranstaff,deity_or_faction,1
Ispirazione Divina,house_rule,Garod,deity_or_faction,1
Ispirazione Divina,house_rule,Glumdrung,deity_or_faction,1
Ispirazione Divina,house_rule,Halthea,deity_or_faction,1
Ispirazione Divina,house_rule,iliar,unknown,1
Ispirazione Divina,house_rule,Krea,deity_or_faction,1
Ispirazione Divina,house_rule,Lanie,deity_or_faction,1
Ispirazione Divina,house_rule,Laon,deity_or_faction,1
Ispirazione Divina,house_rule,Tenebris,deity_or_faction,1
Ispirazione Divina,house_rule,Unthamarand,deity_or_faction,1
Teriantropia,house_rule,Notte Eterna,lore,1
Teriantropia,house_rule,Gonfalone Azzurro,unknown,1
Teriantropia,house_rule,Forte Arudex,unknown,1
Teriantropia,house_rule,Dominio delle Trame,location,1
Teriantropia,house_rule,vampirismo,unknown,1
Teriantropia,house_rule,Iliar,deity_or_faction,1
Vampirismo,house_rule,Wiloi,unknown,1
Vampirismo,house_rule,Dimensione della Materia,lore,1
Vampirismo,house_rule,Lanie,deity_or_faction,1
Vampirismo,house_rule,Notte Eterna,lore,1
Vampirismo,house_rule,Dominio delle Trame,location,1
Vampirismo,house_rule,vampiri,unknown,1
Vampirismo,house_rule,Armata dell'Apocalisse,unknown,1
Cavaliere di Kurash,subclass,Fuoco Segreto,unknown,1
Cavaliere di Kurash,subclass,Dimensione della Materia,lore,1
Cavaliere di Kurash,subclass,Dimensione dello Spirito,lore,1
Cavaliere di Kurash,subclass,Ducato di Òuin,unknown,1
Cavaliere di Öuin,subclass,Paladini,unknown,1
Cavaliere di Öuin,subclass,Maghi,unknown,1
Cavaliere di Öuin,subclass,Ranger,class,1
Cavaliere di Öuin,subclass,Chierici,unknown,1
Cavaliere di Öuin,subclass,Guerrieri,unknown,1
Cavaliere di Öuin,subclass,Ducato di Ōuin,unknown,1
Cavaliere di Öuin,subclass,Pianure di Xanesh,location,1
Cavaliere di Öuin,subclass,Cavaliere Pesante,unknown,1
Cavaliere di Öuin,subclass,Cavaliere di Kurash,subclass,1
Cavaliere di Öuin,subclass,Cavaliere dei Passi,unknown,1
Cavaliere di Öuin,subclass,Cavaliere Ospedaliere,subclass,1
Cavaliere di Öuin,subclass,Cavaliere Predestinato,unknown,1
SottoClassi,subclass,Notte Eterna,lore,1
SottoClassi,subclass,Neir,location,1
SottoClassi,subclass,Cavaliere di Kurash,subclass,1
SottoClassi,subclass,Kurash,unknown,1
SottoClassi,subclass,Cavaliere Ospedaliere,subclass,1
SottoClassi,subclass,Fadranstaff,deity_or_faction,1
SottoClassi,subclass,Cavaliere dei Passi,unknown,1
SottoClassi,subclass,Cavaliere Pesante,unknown,1
SottoClassi,subclass,Cavaliere Predestinato,unknown,1
SottoClassi,subclass,Paladino,unknown,1
SottoClassi,subclass,Laon,deity_or_faction,1
SottoClassi,subclass,Criomante,unknown,1
SottoClassi,subclass,Unthamarand,deity_or_faction,1
SottoClassi,subclass,Custode dei Segreti,enemy,1
SottoClassi,subclass,Druid,class,1
SottoClassi,subclass,Circolo dei Segreti,unknown,1
SottoClassi,subclass,Fuoco Segreto,unknown,1
SottoClassi,subclass,Danse Macabre,unknown,1
SottoClassi,subclass,Bard,class,1
SottoClassi,subclass,Elementalista,unknown,1
SottoClassi,subclass,Sourcerer,class,1
SottoClassi,subclass,Guardiano Nanico,unknown,1
SottoClassi,subclass,Nani,unknown,1
SottoClassi,subclass,Lama di Dor,unknown,1
SottoClassi,subclass,Elfi,unknown,1
SottoClassi,subclass,Legionario Xaan,unknown,1
SottoClassi,subclass,Lupo del Nord,unknown,1
SottoClassi,subclass,Barbaro,unknown,1
SottoClassi,subclass,Valli dei Giganti,location,1
SottoClassi,subclass,Maestro delle Meraviglie,unknown,1
SottoClassi,subclass,Oscuro Adepto,unknown,1
SottoClassi,subclass,Tenebris,deity_or_faction,1
SottoClassi,subclass,Prescelto dalle Tenebre,unknown,1
SottoClassi,subclass,Monaco,unknown,1
SottoClassi,subclass,Spiritualista,unknown,1
SottoClassi,subclass,Warlock,class,1
SottoClassi,subclass,Tombarolo,unknown,1
SottoClassi,subclass,Ladro,unknown,1
SottoClassi,subclass,Triste Mietitore,unknown,1
SottoClassi,subclass,paladino,unknown,1
SottoClassi,subclass,Krea,deity_or_faction,1
SottoClassi,subclass,Veggente dell'Ultimo Giorno,unknown,1
SottoClassi,subclass,Doomkhan,deity_or_faction,1
Abile Inganno,ability,Grazia,domain,1
Abile Inganno,ability,Abilità,unknown,1
Abile Inganno,ability,Speranza,unknown,1
Abile Inganno,ability,vantaggio,unknown,1
Abile Inganno,ability,tiro per ingannare,unknown,1
Abile Inganno,ability,tiro per ingraziarti,unknown,1
Appoggiati,ability,Valore,domain,1
Appoggiati,ability,Abilità,unknown,1
Appoggiati,ability,riposo breve,unknown,1
Appoggiati,ability,tiro d'azione,unknown,1
Appoggiati,ability,Stress,unknown,1
Approccio Strategico,ability,Ossa,domain,1
Approccio Strategico,ability,Abilità,unknown,1
Approccio Strategico,ability,Conoscenza,unknown,1
Approccio Strategico,ability,portata Vicina,unknown,1
Approccio Strategico,ability,vantaggio,unknown,1
Approccio Strategico,ability,Stress,unknown,1
Approccio Strategico,ability,portata di mischia,unknown,1
Approccio Strategico,ability,D8,unknown,1
Approccio Strategico,ability,tiro di danni,unknown,1
Armatura Fortificata,ability,Lama,domain,1
Armatura Fortificata,ability,Abilità,unknown,1
Armatura Fortificata,ability,armatura,unknown,1
Armatura Fortificata,ability,soglie di danno,unknown,1
Armatura Infrangibile,ability,Valore,domain,1
Armatura Infrangibile,ability,Abilità,unknown,1
Armatura Infrangibile,ability,D6,unknown,1
Armatura Infrangibile,ability,Proficiency,unknown,1
Armatura Infrangibile,ability,gravità,unknown,1
Assalto,ability,Lama,domain,1
Assalto,ability,Abilità,unknown,1
Assalto,ability,successo,unknown,1
Assalto,ability,soglia di danno maggiore,unknown,1
Assalto,ability,Stress,unknown,1
Assalto,ability,Tiro di Reazione,unknown,1
Assalto,ability,fallimento,unknown,1
Attraverso i Tuoi Occhi,ability,Grazia,domain,1
Attraverso i Tuoi Occhi,ability,Magia,unknown,1
Attraverso i Tuoi Occhi,ability,portata molto lontana,unknown,1
Attraverso i Tuoi Occhi,ability,riposo,unknown,1
Audace,ability,Lama,domain,1
Audace,ability,Abilità,unknown,1
Audace,ability,Stress,unknown,1
Audace,ability,vantaggio,unknown,1
Audace,ability,attacco,unknown,1
Aura Confondente,ability,Arcana,domain,1
Aura Confondente,ability,Magia,unknown,1
Aura Confondente,ability,Spellcast Roll,unknown,1
Aura Confondente,ability,riposo lungo,unknown,1
Aura Confondente,ability,successo,unknown,1
Aura Confondente,ability,Stress,unknown,1
Aura Confondente,ability,D6,unknown,1
Aura Sovrastante,ability,Splendore,domain,1
Aura Sovrastante,ability,Magia,unknown,1
Aura Sovrastante,ability,Spellcast Roll,unknown,1
Aura Sovrastante,ability,Speranza,unknown,1
Aura Sovrastante,ability,Presenza,unknown,1
Aura Sovrastante,ability,Spellcast Trait,unknown,1
Aura Sovrastante,ability,riposo lungo,unknown,1
Aura Sovrastante,ability,Stress,unknown,1
Barriera di Rigenerazione,ability,Saggio,domain,1
Barriera di Rigenerazione,ability,Magia,unknown,1
Barriera di Rigenerazione,ability,Spellcast Roll,unknown,1
Barriera di Rigenerazione,ability,riposo,unknown,1
Barriera di Rigenerazione,ability,successo,unknown,1
Barriera di Rigenerazione,ability,Range Molto Vicino,unknown,1
Barriera di Rigenerazione,ability,D4,unknown,1
Barriera di Rigenerazione,ability,Ferita,unknown,1
Barriera di Rigenerazione,ability,danni fisici,unknown,1
Cacciare,ability,Codice,domain,1
Cacciare,ability,Magia,unknown,1
Cacciare,ability,Spellcast Roll,unknown,1
Cacciare,ability,Close Range,unknown,1
Cacciare,ability,D20,unknown,1
Cacciare,ability,Spellcast Trait,unknown,1
Cacciare,ability,Stress,unknown,1
Cacciare,ability,riposo,unknown,1
Cacciare,ability,Paura,unknown,1
Cacciatore d'Ombre,ability,mezzanotte,unknown,1
Cacciatore d'Ombre,ability,della,unknown,1
Cacciatore d'Ombre,ability,Abilità,unknown,1
Cacciatore d'Ombre,ability,poca luce,unknown,1
Cacciatore d'Ombre,ability,oscurità,unknown,1
Cacciatore d'Ombre,ability,Evasione,unknown,1
Cacciatore d'Ombre,ability,attacco,unknown,1
Cacciatore d'Ombre,ability,vantaggio,unknown,1
Camminatore di Fessura,ability,Arcana,domain,1
Camminatore di Fessura,ability,Magia,unknown,1
Camminatore di Fessura,ability,Spellcast Roll,unknown,1
Cammino sulle Pareti,ability,Arcana,domain,1
Cammino sulle Pareti,ability,Magia,unknown,1
Cammino sulle Pareti,ability,Speranza,unknown,1
Campo di Guarigione,ability,Saggio,domain,1
Campo di Guarigione,ability,Magia,unknown,1
Campo di Guarigione,ability,riposo lungo,unknown,1
Campo di Guarigione,ability,Close Range,unknown,1
Campo di Guarigione,ability,speranza,unknown,1
Carica di Incantesimo,ability,Mezzanotte,unknown,1
Carica di Incantesimo,ability,Magia,unknown,1
Carica di Incantesimo,ability,danni magici,unknown,1
Carica di Incantesimo,ability,Ferita,unknown,1
Carica di Incantesimo,ability,Spellcast Trait,unknown,1
Carica di Incantesimo,ability,D6,unknown,1
Carica di Incantesimo,ability,tiro di danni,unknown,1
Carisma Infinito,ability,Grazia,domain,1
Carisma Infinito,ability,Abilità,unknown,1
Carisma Infinito,ability,tiro d'azione,unknown,1
Carisma Infinito,ability,Paura,unknown,1
Catena di Fulmini,ability,Arcana,domain,1
Catena di Fulmini,ability,Magia,unknown,1
Catena di Fulmini,ability,Stress,unknown,1
Catena di Fulmini,ability,Tiro di Reazione,unknown,1
Catena di Fulmini,ability,Difficoltà,unknown,1
Catena di Fulmini,ability,tiro di reazione,unknown,1
Catena di Fulmini,ability,Range,unknown,1
Cieli che Cadono,ability,Arcana,domain,1
Cieli che Cadono,ability,Magia,unknown,1
Cieli che Cadono,ability,Spellcast Roll,unknown,1
Cieli che Cadono,ability,Long Range,unknown,1
Cieli che Cadono,ability,D20,unknown,1
Colpire al Suolo,ability,Valore,domain,1
Colpire al Suolo,ability,Abilità,unknown,1
Colpire al Suolo,ability,Speranza,unknown,1
Colpire al Suolo,ability,Forza,unknown,1
Colpire al Suolo,ability,Close Range,unknown,1
Colpire al Suolo,ability,Long Range,unknown,1
Colpire al Suolo,ability,Tiro di Reazione,unknown,1
Colpire al Suolo,ability,D10,unknown,1
Colpito dalla Lama,ability,Abilità,unknown,1
Colpito dalla Lama,ability,tiri d'attacco,unknown,1
Colpito dalla Lama,ability,soglia di danni severo,unknown,1
Colpo del Mietitore,ability,Lama,domain,1
Colpo del Mietitore,ability,Abilità,unknown,1
Colpo del Mietitore,ability,riposo lungo,unknown,1
Colpo del Mietitore,ability,Speranza,unknown,1
Colpo del Mietitore,ability,tiro d'attacco,unknown,1
Colpo del Mietitore,ability,range,unknown,1
Colpo del Mietitore,ability,Ferita,unknown,1
Colpo di Frantumazione,ability,Ossa,domain,1
Colpo di Frantumazione,ability,Abilità,unknown,1
Colpo di Frantumazione,ability,Speranza,unknown,1
Colpo di Frantumazione,ability,attacco,unknown,1
Colpo di Frantumazione,ability,range,unknown,1
Colpo di Frantumazione,ability,riposo breve,unknown,1
Colpo di Frantumazione,ability,successo,unknown,1
Colpo di Frantumazione,ability,tiro di danni,unknown,1
Colpo di Rottura,ability,Ossa,domain,1
Colpo di Rottura,ability,Abilità,unknown,1
Colpo di Rottura,ability,Stress,unknown,1
Colpo di Rottura,ability,attacco,unknown,1
Colpo di Rottura,ability,D12,unknown,1
Colpo di Sfioramento,ability,Lama,domain,1
Colpo di Sfioramento,ability,Abilità,unknown,1
Colpo di Sfioramento,ability,attacco,unknown,1
Colpo di Sfioramento,ability,Stress,unknown,1
Colpo di Sfioramento,ability,Proficiency,unknown,1
Colpo Guaritore,ability,Splendore,domain,1
Colpo Guaritore,ability,Magia,unknown,1
Colpo Guaritore,ability,Speranza,unknown,1
Colpo Guaritore,ability,Ferita,unknown,1
Colpo Guaritore,ability,Close Range,unknown,1
Colpo Risonante,ability,Valore,domain,1
Colpo Risonante,ability,Abilità,unknown,1
Colpo Risonante,ability,riposo,unknown,1
Colpo Risonante,ability,critico,unknown,1
Colpo Risonante,ability,D4,unknown,1
Colpo,ability,Splendore,domain,1
Colpo,ability,Magia,unknown,1
Colpo,ability,Speranza,unknown,1
Colpo,ability,tiro di danni,unknown,1
Colpo,ability,danni magici,unknown,1
Combattente Versatile,ability,Lama,domain,1
Combattente Versatile,ability,Abilità,unknown,1
Combattente Versatile,ability,caratteristica,unknown,1
Combattente Versatile,ability,stress,unknown,1
Concentrazione Letale,ability,Lama,domain,1
Concentrazione Letale,ability,della,unknown,1
Condividi il Carico,ability,Grazia,domain,1
Condividi il Carico,ability,Magia,unknown,1
Conosci il tuo nemico,ability,Ossa,domain,1
Conosci il tuo nemico,ability,Abilità,unknown,1
ControIncantesimo,ability,Arcana,domain,1
ControIncantesimo,ability,Magia,unknown,1
Controllare,ability,Ossa,domain,1
Controllare,ability,Abilità,unknown,1
Corazza,ability,Valore,domain,1
Corsa verso la Morte,ability,Ossa,domain,1
Corsa verso la Morte,ability,Abilità,unknown,1
Custode delle Rune,ability,Arcana,domain,1
Custode delle Rune,ability,Magia,unknown,1
Discorso Rassicurante,ability,Grazia,domain,1
Discorso Rassicurante,ability,Abilità,unknown,1
Distruttore di Corpi,ability,Valore,domain,1
Distruttore di Corpi,ability,Abilità,unknown,1
Divinazione,ability,Splendore,domain,1
Divinazione,ability,Incantesimo,unknown,1
Dominio Vegetale,ability,Saggio,domain,1
Dominio Vegetale,ability,del,unknown,1
Eclissi,ability,Mezzanotte,unknown,1
Eclissi,ability,della,unknown,1
Entusiasmo di Massa,ability,Grazia,domain,1
Entusiasmo di Massa,ability,Magia,unknown,1
Equidi Evocati,ability,Saggio,domain,1
Equidi Evocati,ability,del,unknown,1
Esperto di Furtività,ability,Mezzanotte,unknown,1
Esperto di Furtività,ability,Abilità,unknown,1
Esplosione Ammantata,ability,Arcana,domain,1
Esplosione Ammantata,ability,Incantesimo,unknown,1
Esplosione di Conservazione,ability,Arcana,domain,1
Esplosione di Conservazione,ability,Magia,unknown,1
Estasi,ability,Grazia,domain,1
Estasi,ability,Magia,unknown,1
Evoca Sciame,ability,Saggio,domain,1
Evoca Sciame,ability,del,unknown,1
Famiglio della Natura,ability,Saggio,domain,1
Famiglio della Natura,ability,del,unknown,1
Famoso,ability,Grazia,domain,1
Ferocia,ability,Ossa,domain,1
Ferocia,ability,Abilità,unknown,1
Forma Materiale,ability,Splendore,domain,1
Forma Materiale,ability,Incantesimo,unknown,1
Fortezza Selvaggia,ability,Saggio,domain,1
Fortezza Selvaggia,ability,del,unknown,1
Forza della Natura,ability,Saggio,domain,1
Forza della Natura,ability,del,unknown,1
Frenesia,ability,Lama,domain,1
Frenesia,ability,Abilità,unknown,1
Furia Crescente,ability,Lama,domain,1
Furia Crescente,ability,della,unknown,1
Fusto Maestoso,ability,Saggio,domain,1
Fusto Maestoso,ability,del,unknown,1
Glifo dell'Oscurità,ability,Mezzanotte,unknown,1
Glifo dell'Oscurità,ability,Magia,unknown,1
Grido di Battaglia,ability,Lama,domain,1
Grido di Battaglia,ability,Abilità,unknown,1
Guida con l'Esempio,ability,Valore,domain,1
Guida con l'Esempio,ability,Abilità,unknown,1
Imitatore,ability,Grazia,domain,1
Impulso Selvaggio,ability,Saggio,domain,1
Impulso Selvaggio,ability,del,unknown,1
Inevitabile,ability,Valore,domain,1
Inevitabile,ability,Abilità,unknown,1
Infrangibile,ability,Valore,domain,1
Infrangibile,ability,Abilità,unknown,1
Intoccabile,ability,Ossa,domain,1
Intoccabile,ability,Abilità,unknown,1
Intrico Violento,ability,Saggio,domain,1
Intrico Violento,ability,del,unknown,1
Invisibilità,ability,Grazia,domain,1
Invisibilità,ability,Magia,unknown,1
Ispirazione Critica,ability,Valore,domain,1
Ispirazione Critica,ability,Abilità,unknown,1
Legame dell'Ombra,ability,Mezzanotte,unknown,1
Legame dell'Ombra,ability,Incantesimo,unknown,1
Legame di un Soldato,ability,Lama,domain,1
Legame di un Soldato,ability,Abilità,unknown,1
Libera il Caos,ability,Arcana,domain,1
Libera il Caos,ability,Magia,unknown,1
Libro di Ava,ability,Codice,domain,1
Libro di Ava,ability,Grimorio,unknown,1
Libro di Exota,ability,Codice,domain,1
Libro di Exota,ability,Grimorio,unknown,1
Libro di Grynn,ability,Codice,domain,1
Libro di Grynn,ability,Grimorio,unknown,1
Libro di Homet,ability,Codice,domain,1
Libro di Homet,ability,Grimorio,unknown,1
Libro di Illiat,ability,Codice,domain,1
Libro di Illiat,ability,Grimorio,unknown,1
Libro di Korvax,ability,Codice,domain,1
Libro di Korvax,ability,Grimorio,unknown,1
Libro di Norai,ability,Codice,domain,1
Libro di Norai,ability,Grimorio,unknown,1
Libro di Ronin,ability,Codice,domain,1
Libro di Ronin,ability,Grimorio,unknown,1
Libro di Sitil,ability,Codice,domain,1
Libro di Sitil,ability,Grimorio,unknown,1
Libro di Tyfar,ability,Codice,domain,1
Libro di Tyfar,ability,Grimorio,unknown,1
Libro di Vagras,ability,Codice,domain,1
Libro di Vagras,ability,Grimorio,unknown,1
Libro di Vyola,ability,Codice,domain,1
Libro di Vyola,ability,Grimorio,unknown,1
Libro di Yarrow,ability,Codice,domain,1
Libro di Yarrow,ability,Grimorio,unknown,1
Lingua della Natura,ability,Saggio,domain,1
Lingua della Natura,ability,del,unknown,1
Maestro dell'Arte,ability,Grazia,domain,1
Maestro dell'Arte,ability,Abilità,unknown,1
Mai Sopraffatto,ability,Grazia,domain,1
Mai Sopraffatto,ability,Abilità,unknown,1
Mani Curatrici,ability,Splendore,domain,1
Mani Curatrici,ability,Incantesimo,unknown,1
Manovre Agili,ability,Ossa,domain,1
Manovre Agili,ability,delle,unknown,1
Mischia,ability,Lama,domain,1
Mischia,ability,Abilità,unknown,1
Morsa Mortale,ability,Saggio,domain,1
Morsa Mortale,ability,del,unknown,1
Mossa Caratteristica,ability,Ossa,domain,1
Mossa Caratteristica,ability,Abilità,unknown,1
Mostro da Battaglia,ability,Lama,domain,1
Mostro da Battaglia,ability,Abilità,unknown,1
Muro Manifesto,ability,Codice,domain,1
Muro Manifesto,ability,Incantesimo,unknown,1
Non Abbastanza Buono,ability,Lama,domain,1
Non Dire Mai Bugie,ability,Grazia,domain,1
Non Dire Mai Bugie,ability,Magia,unknown,1
Occhio Fluttuante,ability,Arcana,domain,1
Occhio Fluttuante,ability,Magia,unknown,1
Onda di Disintegrazione,ability,Codice,domain,1
Onda di Disintegrazione,ability,Spell,unknown,1
Ossa e Pelle,ability,Valore,domain,1
Parole d'Ispirazione,ability,Grazia,domain,1
Parole d'Ispirazione,ability,Abilità,unknown,1
Parole di Discordia,ability,Grazia,domain,1
Parole di Discordia,ability,della,unknown,1
Passo Rapido,ability,Ossa,domain,1
Passo Rapido,ability,Abilità,unknown,1
Pelle di Spine,ability,Saggio,domain,1
Pelle di Spine,ability,del,unknown,1
PiantaGrane,ability,Grazia,domain,1
Piena Ondata,ability,Valore,domain,1
Piena Ondata,ability,Abilità,unknown,1
Pioggia di Lame,ability,Mezzanotte,unknown,1
Pioggia di Lame,ability,della,unknown,1
Potenziamento,ability,Ossa,domain,1
Potenziamento,ability,Abilità,unknown,1
Precisione Crudele,ability,Ossa,domain,1
Precisione Crudele,ability,Abilità,unknown,1
Premonizione,ability,Arcana,domain,1
Premonizione,ability,Magia,unknown,1
Prendi e Tira,ability,mezzanotte,unknown,1
Prendi e Tira,ability,della,unknown,1
Presa alla Gola,ability,Mezzanotte,unknown,1
Presa alla Gola,ability,Abilità,unknown,1
Presa Cinerea,ability,Arcana,domain,1
Presa Cinerea,ability,Magia,unknown,1
Presenza Audace,ability,Valore,domain,1
Presenza Audace,ability,Abilità,unknown,1
Proiettile Corrosivo,ability,Saggio,domain,1
Proiettile Corrosivo,ability,del,unknown,1
Proiettile di Luce,ability,Splendore,domain,1
Proiettile di Luce,ability,Incantesimo,unknown,1
Proiezione Astrale,ability,Grazia,domain,1
Proiezione Astrale,ability,Magia,unknown,1
Proiezione Sensoriale,ability,Arcana,domain,1
Proiezione Sensoriale,ability,Magia,unknown,1
Provocazione,ability,Valore,domain,1
Provocazione,ability,Abilità,unknown,1
Raccoglitore,ability,Saggio,domain,1
Raccoglitore,ability,del,unknown,1
Rafforzamento,ability,Ossa,domain,1
Rafforzamento,ability,Abilità,unknown,1
Rafforzato in Battaglia,ability,Lama,domain,1
Rafforzato in Battaglia,ability,Abilità,unknown,1
Raggio Salvifico,ability,Splendore,domain,1
Raggio Salvifico,ability,Incantesimo,unknown,1
Rassicurazione,ability,Splendore,domain,1
Rassicurazione,ability,Abilità,unknown,1
Recupero,ability,Ossa,domain,1
Recupero,ability,Abilità,unknown,1
Rialzati,ability,Lama,domain,1
Rialzati,ability,Abilità,unknown,1
Ridirezione,ability,Ossa,domain,1
Ridirezione,ability,Abilità,unknown,1
Riflesso Arcano,ability,Arcana,domain,1
Riflesso Arcano,ability,Magia,unknown,1
Rifugio Sicuro,ability,Codice,domain,1
Rifugio Sicuro,ability,Spell,unknown,1
Rinvigorimento,ability,Splendore,domain,1
Rinvigorimento,ability,Incantesimo,unknown,1
Ripetizione,ability,Grazia,domain,1
Ripetizione,ability,Magia,unknown,1
Risorgi,ability,Valore,domain,1
Risorgi,ability,Abilità,unknown,1
Risposta Rapida,ability,Ossa,domain,1
Risposta Rapida,ability,Abilità,unknown,1
Ristoro,ability,Splendore,domain,1
Ristoro,ability,Incantesimo,unknown,1
Risurrezione,ability,Splendore,domain,1
Risurrezione,ability,Incantesimo,unknown,1
Ritirata Fantasma,ability,Mezzanotte,unknown,1
Ritirata Fantasma,ability,della,unknown,1
Sangue e Gloria,ability,Lama,domain,1
Sangue e Gloria,ability,Abilità,unknown,1
Santuario della Selva,ability,Abilità,unknown,1
Scavatore di Pensieri,ability,Grazia,domain,1
Scavatore di Pensieri,ability,Magia,unknown,1
Schivata Elusiva,ability,Mezzanotte,unknown,1
Schivata Elusiva,ability,Magia,unknown,1
Scudo d'Aura,ability,Splendore,domain,1
Scudo d'Aura,ability,Incantesimo,unknown,1
Scudo di Supporto,ability,Valore,domain,1
Scudo di Supporto,ability,Abilità,unknown,1
Scuotiti,ability,Valore,domain,1
Scuotiti,ability,Abilità,unknown,1
Secondo Respiro,ability,Splendore,domain,1
Secondo Respiro,ability,Abilità,unknown,1
Sigillo di Ritorsione,ability,Codice,domain,1
Sigillo di Ritorsione,ability,Incantesimo,unknown,1
Silenzio,ability,Mezzanotte,unknown,1
Silenzio,ability,della,unknown,1
Sono Il Tuo Scudo,ability,Valore,domain,1
Sono Il Tuo Scudo,ability,Abilità,unknown,1
Sparizione,ability,Arcana,domain,1
Sparizione,ability,Magia,unknown,1
Spettro del Buio,ability,Mezzanotte,unknown,1
Spettro del Buio,ability,Magia,unknown,1
Spinta Forzata,ability,Valore,domain,1
Spinta Forzata,ability,Abilità,unknown,1
Spiritelli della Foresta,ability,Saggio,domain,1
Spiritelli della Foresta,ability,del,unknown,1
Spirito di Mezzanotte,ability,Mezzanotte,unknown,1
Spirito di Mezzanotte,ability,Magia,unknown,1
Splendida Luce Solare,ability,Splendore,domain,1
Splendida Luce Solare,ability,Magia,unknown,1
Sul Limite,ability,Ossa,domain,1
Sul Limite,ability,Abilità,unknown,1
Sussurri Oscuri,ability,Mezzanotte,unknown,1
Sussurri Oscuri,ability,Magia,unknown,1
Tassa del Crepuscolo,ability,MezzaNotte,domain,1
Tattico,ability,Ossa,domain,1
Tattico,ability,Abilità,unknown,1
Telecinesi,ability,Arcana,domain,1
Telecinesi,ability,Magia,unknown,1
Teletrasporto,ability,Codice,domain,1
Teletrasporto,ability,Spell,unknown,1
Tempesta,ability,Saggio,domain,1
Tempesta,ability,del,unknown,1
Terremoto,ability,Arcana,domain,1
