source,source_type,target,target_type,relationship
K'idusi Seyifi Mak'at'eli,artifact,Fadranstaff,deity_or_faction,references
K'idusi Seyifi Mak'at'eli,artifact,Laon,deity_or_faction,references
Kanptazu,artifact,Laon,deity_or_faction,references
Kanptazu,artifact,Demien,deity_or_faction,references
Kanptazu,artifact,Demien,deity_or_faction,references
Kanptazu,artifact,Neir,location,references
Kanptazu,artifact,Laon,deity_or_faction,references
Kanptazu,artifact,Rengaria,location,references
La Senza Peso,artifact,Pasted image 20260713135452.png,unknown,references
La Senza Peso,artifact,Laon,deity_or_faction,references
La Senza Peso,artifact,Laon,deity_or_faction,references
La Senza Peso,artifact,Dimensione della Materia,lore,references
Lacrime Celesti,artifact,Neir,location,references
Lacrime Celesti,artifact,Rengaria,location,references
Lacrime Celesti,artifact,Neir,location,references
Lama del Sacro Ordine,artifact,Pasted image 20260713170124.png,unknown,references
Lama del Sacro Ordine,artifact,Halthea,deity_or_faction,references
Lama del Sacro Ordine,artifact,Halthea,deity_or_faction,references
Lama del Sacro Ordine,artifact,Neir,location,references
Lancia Angelica,artifact,Pasted image 20260713170412.png,unknown,references
Lanterna del Becchino,artifact,Principato di Darkflame,unknown,references
Lanterna del Becchino,artifact,Krea,deity_or_faction,references
Lanterna del Becchino,artifact,Città Senza Nome,unknown,references
Lanterna del Becchino,artifact,Dimensione dello Spirito,lore,references
Lenti dell'Archivista,artifact,Pasted image 20260713170809.png,unknown,references
Malia dell'Infido Gatto,artifact,Maskarr,deity_or_faction,references
Malia dell'Infido Gatto,artifact,Maskarr,deity_or_faction,references
Malia dell'Infido Gatto,artifact,Maskarr,deity_or_faction,references
Malia dell'Infido Gatto,artifact,Maskarr,deity_or_faction,references
Malia dell'Infido Gatto,artifact,Maskarr,deity_or_faction,references
Mano di Krea,artifact,Pasted image 20260713171358.png,unknown,references
Mano di Krea,artifact,Rengaria,location,references
Mano di Krea,artifact,Maskarr,deity_or_faction,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Maskarr,deity_or_faction,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Rengaria,location,references
Mano di Krea,artifact,Maskarr,deity_or_faction,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Dimensione della Materia,lore,references
Mano di Krea,artifact,Neir,location,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Neir,location,references
Mano di Krea,artifact,Neir,location,references
Mano di Krea,artifact,cacciatori di meteore,unknown,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Maskarr,deity_or_faction,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Maskarr,deity_or_faction,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Tempio di Krea,unknown,references
Mano di Krea,artifact,Darkflame,unknown,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Burocrate Infernale,unknown,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mano di Krea,artifact,Dimensione della Materia,lore,references
Mano di Krea,artifact,Maskarr,deity_or_faction,references
Mano di Krea,artifact,Maskarr,deity_or_faction,references
Mano di Krea,artifact,Krea,deity_or_faction,references
Mantello dei Venti,artifact,Adraoos,deity_or_faction,references
Mantello dei Venti,artifact,Neir,location,references
Mantello dell'Inconsistenza,artifact,Pasted image 20260713181806.png,unknown,references
Matna e la Scatola,artifact,Pasted image 20260713182245.png,unknown,references
Matna e la Scatola,artifact,gemma del mana perpetuo,unknown,references
Matna e la Scatola,artifact,Città Senza Nome,unknown,references
Matna e la Scatola,artifact,Tenebris,deity_or_faction,references
Mercanti di Meteore,artifact,Neir,location,references
Mercanti di Meteore,artifact,Guerra Celeste,lore,references
Mercanti di Meteore,artifact,Meteore,artifact,references
Mercanti di Meteore,artifact,Neir,location,references
Mercanti di Meteore,artifact,Rengaria,location,references
Mercanti di Meteore,artifact,cacciatori di meteore,unknown,references
Nindja,artifact,Pasted image 20260713182303.png,unknown,references
Nindja,artifact,Yolandi,artifact,references
Nindja,artifact,Yolandi,artifact,references
Nindja,artifact,Demien,deity_or_faction,references
Nindja,artifact,Yolandi,artifact,references
Nindja,artifact,Yolandi,artifact,references
Nindja,artifact,Yolandi,artifact,references
Occhio del Demone,artifact,Pasted image 20260713183122.png,unknown,references
Occhio del Demone,artifact,Cacciatore di Meteore,community,references
Occhio del Demone,artifact,Neir,location,references
Occhio del Demone,artifact,Rengaria,location,references
Occhio del Demone,artifact,Neir,location,references
Occhio del Demone,artifact,Cacciatore di Meteore,community,references
Oppressione Demoniaca,artifact,Pasted image 20260713183854.png,unknown,references
Osservatore Celeste,artifact,Pasted image 20260713184300.png,unknown,references
Prima Lucis Advehens,artifact,Pasted image 20260713185101.png,unknown,references
Prima Lucis Advehens,artifact,Laon,deity_or_faction,references
Prima Lucis Advehens,artifact,Neir,location,references
Prima Lucis Advehens,artifact,Ghaeler,unknown,references
Prima Lucis Advehens,artifact,Ghaeler,unknown,references
Prima Lucis Advehens,artifact,Laon,deity_or_faction,references
Prima Lucis Advehens,artifact,Dominio delle Trame,location,references
Psy Bot,artifact,Pasted image 20260713184520.png,unknown,references
Psy Bot,artifact,Pasted image 20260713184530.png,unknown,references
Psy Bot,artifact,Doomkhan,deity_or_faction,references
Putto,artifact,Pasted image 20260713185502.png,unknown,references
Putto,artifact,Azkabel,location,references
Putto,artifact,Rengaria,location,references
Putto,artifact,Rengaria,location,references
Sfida Celeste,artifact,Garod,deity_or_faction,references
Sfida Celeste,artifact,Neir,location,references
Sfida Celeste,artifact,Garod,deity_or_faction,references
Sfida Celeste,artifact,Laon,deity_or_faction,references
Sfida Celeste,artifact,Neir,location,references
Sfida Celeste,artifact,Halthea,deity_or_faction,references
Teschio del Traditore,artifact,Pasted image 20260713185941.png,unknown,references
Teschio del Traditore,artifact,Guerra Celeste,lore,references
Teschio del Traditore,artifact,Neir,location,references
Teschio del Traditore,artifact,Dimensione della Materia,lore,references
Teschio del Traditore,artifact,Rengaria,location,references
Tibia di Jonuun,artifact,Nuzagaal,deity_or_faction,references
Tibia di Jonuun,artifact,giganti,unknown,references
Tibia di Jonuun,artifact,Guerra Celeste,lore,references
Tibia di Jonuun,artifact,Neir,location,references
Tibia di Jonuun,artifact,Jonuun,unknown,references
Tibia di Jonuun,artifact,Guerra Celeste,lore,references
Tibia di Jonuun,artifact,Nuzagaal,deity_or_faction,references
Tibia di Jonuun,artifact,Agmund,unknown,references
Tibia di Jonuun,artifact,Neir,location,references
Tibia di Jonuun,artifact,Jonuun,unknown,references
Tridente del Mare Eterno,artifact,Pasted image 20260713190340.png,unknown,references
Tridente del Mare Eterno,artifact,Glumdrung,deity_or_faction,references
Tridente del Mare Eterno,artifact,Neir,location,references
Yolandi,artifact,Pasted image 20260713190638.png,unknown,references
Yolandi,artifact,Nindja,artifact,references
Yolandi,artifact,Nindja,artifact,references
Yolandi,artifact,Nindja,artifact,references
Cratere di Lava,location,urakian,unknown,references
Cratere di Lava,location,Lanie,deity_or_faction,references
Distese Nuvolose di Aej'Nagrizzt,location,Rengaria,location,references
Distese Nuvolose di Aej'Nagrizzt,location,urakian,unknown,references
Placido Specchio di Ghyd,location,urakian,unknown,references
Città delle Trame,location,Piscine,location,references
Città delle Trame,location,Obelisco dei Vinti,location,references
Città delle Trame,location,Mercato degli Schiavi,location,references
Città delle Trame,location,Cancello,location,references
Città delle Trame,location,Segrete,location,references
Città delle Trame,location,Reggia dei Piaceri,location,references
Landa di Edeber,location,Öuin,location,references
Landa di Edeber,location,klorss,unknown,references
Landa di Edeber,location,Neir,location,references
Landa di Edeber,location,Neir,location,references
Landa di Edeber,location,Radura delle Pietre Grigie,location,references
Öuin,location,Palazzo Ducale,location,references
Öuin,location,Piazza della Giostra,location,references
Öuin,location,Sala dei Gran Maestri,location,references
Öuin,location,Riposo dei Cavalieri,location,references
Öuin,location,Molo,location,references
Öuin,location,Ponte Curvo,location,references
Öuin,location,Locanda degli Eroi,location,references
Öuin,location,Tempio del Cuore e della Mente,location,references
Gundazar,location,Il Palazzo Imperiale,location,references
Gundazar,location,La Torre delle Anime,location,references
Gundazar,location,Aman'Raith,location,references
Gundazar,location,Aman'Raith,location,references
Kkyrlamny,location,Neir,location,references
Kkyrlamny,location,karevi,unknown,references
Kkyrlamny,location,Giungla di Erth,location,references
Kkyrlamny,location,Lago Vurur,location,references
Kkyrlamny,location,Miniere delle Otto Famiglie,location,references
Kkyrlamny,location,Hzaad'à,location,references
Kkyrlamny,location,Fiume Dern,location,references
Kkyrlamny,location,Ynxazvann,location,references
Kkyrlamny,location,Gloriosa Ezakran,location,references
Provincia di Petralta,location,Abisso Oscuro,location,references
Provincia di Petralta,location,Baia di Redoro,location,references
Provincia di Petralta,location,Fato di Lyonel,location,references
Provincia di Petralta,location,Petralta,location,references
Provincia di Petralta,location,Manor,location,references
Mendulia's Rock,location,Rupe di Mendulia,location,references
Mendulia's Rock,location,Molo degli Stendardi,location,references
Mendulia's Rock,location,Rifugio dei Marinai,location,references
Mendulia's Rock,location,Base della Marina,location,references
Mendulia's Rock,location,Banco del Mare,location,references
Mendulia's Rock,location,Ippodromo,location,references
Mendulia's Rock,location,Corporazione delle Arti,location,references
Mendulia's Rock,location,Tana delle Sguattere,location,references
Mendulia's Rock,location,Bassifondi,location,references
Mendulia's Rock,location,Tempio della Guarigione,location,references
Mendulia's Rock,location,Accademia delle Sette Arti,location,references
Mendulia's Rock,location,Scuola delle Parole che Uccidono,location,references
Mendulia's Rock,location,Teatro dei Sogni,location,references
Baia d'Argento di Onor,location,Cimitero dei Draghi,location,references
Bosco di Alysara,location,Elfi,ancestry,references
Bosco di Alysara,location,Azkabel,location,references
Bosco di Alysara,location,Magocrazia di Nü,location,references
Bosco di Alysara,location,Elfi,ancestry,references
Bosco di Alysara,location,Mendulia's Rock,location,references
Bosco di Alysara,location,Neir,location,references
Cimitero dei Draghi,location,Larass'hra,location,references
Cimitero dei Draghi,location,Nebvarasa,unknown,references
Desolazione Occidentale,location,Neir,location,references
Isole Gemelle,location,Desolazione Occidentale,location,references
Montagna dell'Occhio del Drago,location,Leresalazsnn'hra,unknown,references
Montagna dell'Occhio del Drago,location,Cenere di Lanie,location,references
Regione Mistica,location,Vetta delle Anime,location,references
Regione Mistica,location,Vetta delle Anime,location,references
Regione Mistica,location,Picchi del Wyrm,location,references
Terra di Ambra,location,Neir,location,references
Terra di Ambra,location,Canzone di Nebvarasa,lore,references
Terra di Ambra,location,Leresalazsnn'hra,unknown,references
Vetta delle Anime,location,Nebvarasa,unknown,references
Vetta delle Anime,location,Nebvarasa,unknown,references
Azkabel,location,elfi,unknown,references
Azkabel,location,wiloi,unknown,references
Azkabel,location,Neir,location,references
Azkabel,location,elfi,unknown,references
Azkabel,location,wiloi,unknown,references
Azkabel,location,wiloi,unknown,references
Azkabel,location,wiloi,unknown,references
Azkabel,location,elfi,unknown,references
Azkabel,location,wiloi,unknown,references
Azkabel,location,Neir,location,references
Azkabel,location,Casa dei Musici e delle Belle Arti,location,references
Azkabel,location,Biblioteca di Azkabel,location,references
Azkabel,location,Osteria dell'Onda Infranta,location,references
Città di Nü,location,wiloi,unknown,references
Città di Nü,location,elfi,unknown,references
Città di Nü,location,Magocrazia di Nü,location,references
Città di Nü,location,Daragoss,location,references
Città di Nü,location,Elfi di Dor,ancestry,references
Città di Nü,location,Azkabel,location,references
Città di Nü,location,Torre dei Segreti,location,references
Città di Nü,location,Locanda della Pergamena Annacquata,location,references
Città di Nü,location,Accademia Magica di Nü,location,references
Città di Nü,location,Locanda delle Spade Incantate,location,references
Città di Nü,location,Doomkhan,deity_or_faction,references
Daragoss,location,wiloi,unknown,references
Daragoss,location,Elfi,ancestry,references
Daragoss,location,Città di Nü,location,references
Daragoss,location,Azkabel,location,references
Daragoss,location,Daragoss,location,references
Daragoss,location,Neir,location,references
Daragoss,location,Via delle Botteghe,location,references
Daragoss,location,Università delle Scienze,location,references
Daragoss,location,Museo Naturale,location,references
Daragoss,location,Caserma delle Mille Lance,location,references
Daragoss,location,Grande Porto,location,references
Giardino degli Dei,location,Città delle Trame,location,references
Le Mura Invalicabili,location,urakian,unknown,references
Le Mura Invalicabili,location,Forte Arundex,location,references
Piramide del Dio Dimenticato,location,elfi,unknown,references
Piramide del Dio Dimenticato,location,Neir,location,references
Scuola degli Specchi,location,Neir,location,references
Scuola degli Specchi,location,Sagister,npc,references
Scuola degli Specchi,location,Piramide del Dio Dimenticato,location,references
Scuola degli Specchi,location,Doomkhan,deity_or_faction,references
Milford,location,Dominio delle Trame,location,references
Milford,location,Pianure di Xanesh,location,references
Milford,location,halfling,unknown,references
Milford,location,halfling,unknown,references
Milford,location,halfling,unknown,references
Milford,location,Fortino del Conte,location,references
Milford,location,Locanda dell'Eterno Riposo,location,references
Milford,location,Iliar,deity_or_faction,references
Milford,location,Krea,deity_or_faction,references
Mubunash,location,Mendulia's Rock,location,references
Mubunash,location,Tenebris,deity_or_faction,references
Mubunash,location,Oscura Chiesa di Tenebris,location,references
Mubunash,location,Torre Baronale,location,references
Mubunash,location,Locanda del Cappuccio Nero,location,references
Mubunash,location,Corporazione degli Archivisti,location,references
Mubunash,location,Tempietto degli Ospedalieri,location,references
Mubunash,location,Terme Imperiali,location,references
Mubunash,location,Via degli Imperatori,location,references
Mubunash,location,Monteforte,location,references
Mubunash,location,Neir,location,references
Forte Arundex,location,Neir,location,references
Forte Arundex,location,Bastione Grigio,location,references
Forte Arundex,location,Arena delle Belve,location,references
Forte Arundex,location,Tempio degli Antenati,location,references
Forte Arundex,location,Guarnigione del Simbolo Guerriero,location,references
Forte Arundex,location,Antro dei Lupi d'Inverno,location,references
Forte Arundex,location,Lago delle Quattro Braccia,location,references
Forte Arundex,location,Forte Arundex,location,references
Forte Arundex,location,Doomkhan,deity_or_faction,references
Campo Geyser,location,Valle Nuvolosa,location,references
Campo Geyser,location,Nani,ancestry,references
Ludreq,location,Fonderia del Principe,location,references
Ludreq,location,Bastione del Principe,location,references
Ludreq,location,Fondo di Guldann,location,references
Ludreq,location,Fortezza degli Scudi,location,references
Ludreq,location,Santuario di Fadranstaff,location,references
Ludreq,location,Collegio,location,references
Ludreq,location,Birreria dei Thunder,location,references
Pahr,location,Ludreq,location,references
Pahr,location,selva infestata di Mysteria,unknown,references
Selva Infestata di Mysteria,location,elfi,unknown,references
Selva Infestata di Mysteria,location,klorss,unknown,references
Selva Infestata di Mysteria,location,klorss,unknown,references
Selva Infestata di Mysteria,location,klorss,unknown,references
Selva Infestata di Mysteria,location,klorss,unknown,references
Cancello,location,Città delle Trame,location,references
Mercato degli Schiavi,location,karevi,unknown,references
Mercato degli Schiavi,location,urakian,unknown,references
Mercato degli Schiavi,location,elfi\,unknown,references
Mercato degli Schiavi,location,halfling,unknown,references
Mercato degli Schiavi,location,gnomi\,unknown,references
Mercato degli Schiavi,location,orchi\,unknown,references
Mercato degli Schiavi,location,karevi,unknown,references
Mercato degli Schiavi,location,umani\,unknown,references
Obelisco dei Vinti,location,Città delle Trame,location,references
Reggia dei Piaceri,location,Città delle Trame,location,references
Reggia dei Piaceri,location,Neir,location,references
Reggia dei Piaceri,location,Namass'rya,npc,references
Reggia dei Piaceri,location,Agan,npc,references
Reggia dei Piaceri,location,Namass'rya,npc,references
Reggia dei Piaceri,location,Namass'rya,npc,references
Reggia dei Piaceri,location,Namass'rya,npc,references
Reggia dei Piaceri,location,Agan,npc,references
Segrete,location,Namass'rya,npc,references
Segrete,location,Dominio delle Trame,location,references
Segrete,location,Matrona di Sangue,unknown,references
Locanda degli Eroi,location,Öuin,location,references
Locanda degli Eroi,location,Valle Nuvolosa,location,references
Molo,location,Città di Nü,location,references
Molo,location,Landa di Edeber,location,references
Molo,location,Öuin,location,references
Molo,location,Mendulia's Rock,location,references
Molo,location,Öuin,location,references
Molo,location,Daragoss,location,references
Palazzo Ducale,location,Piazza della Giostra,location,references
Ponte Curvo,location,Öuin,location,references
Riposo dei Cavalieri,location,Öuin,location,references
Riposo dei Cavalieri,location,Laon,deity_or_faction,references
Sala dei Gran Maestri,location,Öuin,location,references
Sala dei Gran Maestri,location,Agan,npc,references
Sala dei Gran Maestri,location,Öuin,location,references
Sala dei Gran Maestri,location,Öuin,location,references
Sala dei Gran Maestri,location,Lewyn,npc,references
Aman'Raith,location,Gundazar,location,references
Aman'Raith,location,Valle Nuvolosa,location,references
Aman'Raith,location,Verde Foresta,location,references
Aman'Raith,location,Aman'Raith,location,references
Aman'Raith,location,Gundazar,location,references
Aman'Raith,location,Aman'Raith,location,references
Aman'Raith,location,Aman'Raith,location,references
La Torre delle Anime,location,Mendulia's Rock,location,references
La Torre delle Anime,location,Neir,location,references
Fiume Dern,location,Kkyrlamny,location,references
Fiume Dern,location,Valli dei Giganti,location,references
Fiume Dern,location,Abisso Oscuro,location,references
Gloriosa Ezakran,location,karevi,unknown,references
Gloriosa Ezakran,location,Impero delle Terre Nascoste,location,references
Gloriosa Ezakran,location,karevi,unknown,references
Gloriosa Ezakran,location,karevi,unknown,references
Gloriosa Ezakran,location,Kkyrlamny,location,references
Gloriosa Ezakran,location,Hzaad'à,location,references
Gloriosa Ezakran,location,Tempio della Luce Nera,location,references
Gloriosa Ezakran,location,Palazzo-sfera dell'Imperatore,location,references
Gloriosa Ezakran,location,Giardinetti Lungofiume,location,references
Gloriosa Ezakran,location,Quartiere Mendus,location,references
Gloriosa Ezakran,location,Quartiere Hjilaki,location,references
Gloriosa Ezakran,location,Quartiere Zeyd,location,references
Gloriosa Ezakran,location,Ritrovo dei Dannati,location,references
Hzaad'à,location,karevi,unknown,references
Hzaad'à,location,Kkyrlamny,location,references
Hzaad'à,location,Petralta,location,references
Hzaad'à,location,karevi,unknown,references
Hzaad'à,location,Garod,deity_or_faction,references
Lago Vurur,location,Giungla di Erth,location,references
Lago Vurur,location,Neir,location,references
Lago Vurur,location,karevi,unknown,references
Ynxazvann,location,Giungla di Erth,location,references
Ynxazvann,location,Giungla di Erth,location,references
Abisso Oscuro,location,Neir,location,references
Abisso Oscuro,location,Hzaad'à,location,references
Abisso Oscuro,location,wiloi,unknown,references
Baia di Redoro,location,Neir,location,references
Baia di Redoro,location,Neir,location,references
Baia di Redoro,location,Provincia di Petralta,location,references
Baia di Redoro,location,Repubblica di Mendulia’s Rock,location,references
Baia di Redoro,location,Neir,location,references
Fato di Lyonel,location,Baia di Redoro,location,references
Fato di Lyonel,location,Neir,location,references
Fato di Lyonel,location,Gundazar,location,references
Manor,location,Impero delle Terre Nascoste,location,references
Manor,location,Neir,location,references
Manor,location,Cenere di Lanie,location,references
Manor,location,karevi,unknown,references
Manor,location,urakian,unknown,references
Manor,location,karevi,unknown,references
Manor,location,urakian,unknown,references
Petralta,location,Gundazar,location,references
Petralta,location,Gloriosa Ezakran,location,references
Petralta,location,Abisso Oscuro,location,references
Petralta,location,Manor,location,references
Petralta,location,Baia di Redoro,location,references
Petralta,location,Mendulia's Rock,location,references
Petralta,location,Fiera Avveniristica di Flurr lo Gnomo,location,references
Petralta,location,Porticato del Governatore,location,references
Petralta,location,Ostello dei Morti Contenti,location,references
Petralta,location,Ospedale del Silenzio,location,references
Petralta,location,I Bianchi Sepolcri,location,references
Petralta,location,Mura di Aeros II,location,references
Giardinetti Lungofiume,location,karevi,unknown,references
Giardinetti Lungofiume,location,Gloriosa Ezakran,location,references
Giardinetti Lungofiume,location,Gloriosa Ezakran,location,references
Palazzo-sfera dell'Imperatore,location,Neir,location,references
Palazzo-sfera dell'Imperatore,location,Larass'hra,location,references
Palazzo-sfera dell'Imperatore,location,Impero delle Terre Nascoste,location,references
Quartiere Hjilaki,location,Gloriosa Ezakran,location,references
Quartiere Hjilaki,location,Giardinetti Lungofiume,location,references
Quartiere Hjilaki,location,karevi,unknown,references
Quartiere Hjilaki,location,Gloriosa Ezakran,location,references
Quartiere Mendus,location,Impero delle Terre Nascoste,location,references
Quartiere Mendus,location,Mendulia's Rock,location,references
Quartiere Mendus,location,Impero delle Terre Nascoste,location,references
Quartiere Mendus,location,Impero delle Terre Nascoste,location,references
Quartiere Mendus,location,Gloriosa Ezakran,location,references
Quartiere Mendus,location,karevi,unknown,references
Quartiere Mendus,location,Petralta,location,references
Quartiere Zeyd,location,karevi,unknown,references
Ritrovo dei Dannati,location,karevi,unknown,references
Ritrovo dei Dannati,location,Prescelti dalle Tenebre,unknown,references
Ritrovo dei Dannati,location,Prescelti dalle Tenebre,unknown,references
Ritrovo dei Dannati,location,Prescelti dalle Tenebre,unknown,references
Ritrovo dei Dannati,location,Prescelti dalle Tenebre,unknown,references
Ritrovo dei Dannati,location,Gloriosa Ezakran,location,references
Tempio della Luce Nera,location,Neir,location,references
Tempio della Luce Nera,location,M'oraoork,npc,references
Fiera Avveniristica di Flurr lo Gnomo,location,Petralta,location,references
I Bianchi Sepolcri,location,Petralta,location,references
I Bianchi Sepolcri,location,Petralta,location,references
Ospedale del Silenzio,location,Petralta,location,references
Ostello dei Morti Contenti,location,Petralta,location,references
Porticato del Governatore,location,Petralta,location,references
Porticato del Governatore,location,Petralta,location,references
Banco del Mare,location,Neir,location,references
Banco del Mare,location,Daragoss,location,references
Banco del Mare,location,Mendulia's Rock,location,references
Banco del Mare,location,Neir,location,references
Banco del Mare,location,Mendulia's Rock,location,references
Bassifondi,location,Dardi Sanguinanti,unknown,references
Ippodromo,location,Mendulia's Rock,location,references
Ippodromo,location,Neir,location,references
Molo degli Stendardi,location,Mendulia's Rock,location,references
Rifugio dei Marinai,location,orchi,unknown,references
Rifugio dei Marinai,location,urakian,unknown,references
Rifugio dei Marinai,location,halfling,unknown,references
Rifugio dei Marinai,location,Umani,ancestry,references
Rifugio dei Marinai,location,Elfi,ancestry,references
Rifugio dei Marinai,location,wiloi,unknown,references
Rifugio dei Marinai,location,karevi,unknown,references
Rifugio dei Marinai,location,gnomo,unknown,references
Rifugio dei Marinai,location,Azkabel,location,references
Rifugio dei Marinai,location,Molo degli Stendardi,location,references
Scuola delle Parole che Uccidono,location,Mendulia's Rock,location,references
Tana delle Sguattere,location,Orchi,ancestry,references
Tempio della Guarigione,location,Fadranstaff,deity_or_faction,references
Tempio della Guarigione,location,Mendulia's Rock,location,references
Biblioteca di Azkabel,location,Yolam'hra,unknown,references
Casa dei Musici e delle Belle Arti,location,elfi,unknown,references
Osteria dell'Onda Infranta,location,Azkabel,location,references
Accademia Magica di Nü,location,Neir,location,references
Locanda della Pergamena Annacquata,location,Accademia Magica di Nü,location,references
Locanda della Pergamena Annacquata,location,yamyam,unknown,references
Caserma delle Mille Lance,location,Magocrazia di Nü,location,references
Caserma delle Mille Lance,location,Daragoss,location,references
Grande Porto,location,Magocrazia di Nü,location,references
Grande Porto,location,Daragoss,location,references
Grande Porto,location,Magocrazia di Nü,location,references
Museo Naturale,location,Università delle Scienze,location,references
Università delle Scienze,location,Accademia Magica di Nü,location,references
Università delle Scienze,location,Daragoss,location,references
Via delle Botteghe,location,Daragoss,location,references
Fortino del Conte,location,Annie Rose-Robe,npc,references
Fortino del Conte,location,Fadranstaff,deity_or_faction,references
Locanda dell'Eterno Riposo,location,Neir,location,references
Locanda dell'Eterno Riposo,location,Milford,location,references
Corporazione degli Archivisti,location,Neir,location,references
Monteforte,location,Mubunash,location,references
Monteforte,location,Mubunash,location,references
Oscura Chiesa di Tenebris,location,Tenebris,deity_or_faction,references
Oscura Chiesa di Tenebris,location,Tenebris,deity_or_faction,references
Oscura Chiesa di Tenebris,location,Pianure di Xanesh,location,references
Tempietto degli Ospedalieri,location,Mubunash,location,references
Tempietto degli Ospedalieri,location,Fadranstaff,deity_or_faction,references
Terme Imperiali,location,Mubunash,location,references
Torre Baronale,location,Tenebris,deity_or_faction,references
Torre Baronale,location,Tenebris,deity_or_faction,references
Torre Baronale,location,Oscura Chiesa di Tenebris,location,references
Via degli Imperatori,location,Gundazar,location,references
Via degli Imperatori,location,Pianure di Xanesh,location,references
Via degli Imperatori,location,Tenebris,deity_or_faction,references
Antro dei Lupi d'Inverno,location,Neir,location,references
Antro dei Lupi d'Inverno,location,Dardi Sanguinanti,unknown,references
Antro dei Lupi d'Inverno,location,Forte Arundex,location,references
Antro dei Lupi d'Inverno,location,karevi,unknown,references
Bastione Grigio,location,Forte Arundex,location,references
Guarnigione del Simbolo Guerriero,location,Orgnornor,npc,references
Tempio degli Antenati,location,Forte Arundex,location,references
Bastione del Principe,location,Valle Nuvolosa,location,references
Collegio,location,nani,unknown,references
Fonderia del Principe,location,nani,unknown,references
Fondo di Guldann,location,Impero delle Terre Nascoste,location,references
Fondo di Guldann,location,Neir,location,references
Fortezza degli Scudi,location,Fondo di Guldann,location,references
Santuario di Fadranstaff,location,Ludreq,location,references
Santuario di Fadranstaff,location,Fadranstaff,deity_or_faction,references
Archivista,community,gnoll,unknown,references
Archivista,community,bardi,unknown,references
Archivista,community,Neir,location,references
Archivista,community,Mubunash,location,references
Archivista,community,Neir,location,references
Archivista,community,Pianure di Xanesh,location,references
Background,community,Neir,location,references
Background,community,Neir,location,references
Background,community,Cacciatore di Meteore,community,references
Background,community,Esmeraldia,unknown,references
Background,community,Mare Andante,community,references
Background,community,Baia di Redoro,location,references
Background,community,Dardi Sanguinanti,unknown,references
Background,community,Archivista,community,references
Background,community,Cacciatore di Meteore,community,references
Background,community,Dardo Sanguinante,community,references
Background,community,Mare Andante,community,references
Cacciatore di Meteore,community,Forte Arundex,location,references
Cacciatore di Meteore,community,urakian,unknown,references
Cacciatore di Meteore,community,karevi,unknown,references
Cacciatore di Meteore,community,wiloi,unknown,references
Cacciatore di Meteore,community,Neir,location,references
Cacciatore di Meteore,community,Rengaria,location,references
Cacciatore di Meteore,community,Dimensione della Materia,lore,references
Dardo Sanguinante,community,Neir,location,references
Mare Andante,community,Mendulia's Rock,location,references
Mare Andante,community,Gilda del Gonfalone Azzurro,unknown,references
Mare Andante,community,Neir,location,references
Mare Andante,community,Gonfalone,unknown,references
Mare Andante,community,Mendulia's Rock,location,references
Mare Andante,community,Gonfalone Azzurro,unknown,references
Mare Andante,community,Neir,location,references
Mare Andante,community,Mendulia's Rock,location,references
Mare Andante,community,Mendulia's Rock,location,references
Mare Andante,community,Neir,location,references
Arcana,domain,Custode delle Rune,ability,references
Arcana,domain,Libera il Caos,ability,references
Arcana,domain,Cammino sulle Pareti,ability,references
Arcana,domain,Presa Cinerea,ability,references
Arcana,domain,Occhio Fluttuante,ability,references
Arcana,domain,ControIncantesimo,ability,references
Arcana,domain,Volo,ability,references
Arcana,domain,Sparizione,ability,references
Arcana,domain,Esplosione di Conservazione,ability,references
Arcana,domain,Catena di Fulmini,ability,references
Arcana,domain,Premonizione,ability,references
Arcana,domain,Camminatore di Fessura,ability,references
Arcana,domain,Telecinesi,ability,references
Arcana,domain,Toccato dall'Arcano,ability,references
Arcana,domain,Esplosione Ammantata,ability,references
Arcana,domain,Riflesso Arcano,ability,references
Arcana,domain,Aura Confondente,ability,references
Arcana,domain,Terremoto,ability,references
Arcana,domain,Proiezione Sensoriale,ability,references
Arcana,domain,Regola la Realtà,ability,references
Arcana,domain,Cieli che Cadono,ability,references
Codice,domain,Bard,class,references
Codice,domain,Wizard,class,references
Codice,domain,Libro di Ava,ability,references
Codice,domain,Libro di Illiat,ability,references
Codice,domain,Libro di Tyfar,ability,references
Codice,domain,Libro di Sitil,ability,references
Codice,domain,Libro di Vagras,ability,references
Codice,domain,Libro di Korvax,ability,references
Codice,domain,Libro di Norai,ability,references
Codice,domain,Libro di Exota,ability,references
Codice,domain,Libro di Grynn,ability,references
