source,target,relationship
Yolandi,Pasted image 20260713190638.png,wiki_link
Yolandi,Nindja,wiki_link
Yolandi,Nindja,wiki_link
Yolandi,Nindja,wiki_link
Cratere di Lava,urakian,wiki_link
Cratere di Lava,Lanie,wiki_link
Distese Nuvolose di Aej'Nagrizzt,Rengaria,wiki_link
Distese Nuvolose di Aej'Nagrizzt,urakian,wiki_link
Placido Specchio di Ghyd,urakian,wiki_link
Città delle Trame,Piscine,wiki_link
Città delle Trame,Obelisco dei Vinti,wiki_link
Città delle Trame,Mercato degli Schiavi,wiki_link
Città delle Trame,Cancello,wiki_link
Città delle Trame,Segrete,wiki_link
Città delle Trame,Reggia dei Piaceri,wiki_link
Landa di Edeber,Öuin,wiki_link
Landa di Edeber,klorss,wiki_link
Landa di Edeber,Neir,wiki_link
Landa di Edeber,Neir,wiki_link
Landa di Edeber,Radura delle Pietre Grigie,wiki_link
Öuin,Palazzo Ducale,wiki_link
Öuin,Piazza della Giostra,wiki_link
Öuin,Sala dei Gran Maestri,wiki_link
Öuin,Riposo dei Cavalieri,wiki_link
Öuin,Molo,wiki_link
Öuin,Ponte Curvo,wiki_link
Öuin,Locanda degli Eroi,wiki_link
Öuin,Tempio del Cuore e della Mente,wiki_link
Gundazar,Il Palazzo Imperiale,wiki_link
Gundazar,La Torre delle Anime,wiki_link
Gundazar,Aman'Raith,wiki_link
Gundazar,Aman'Raith,wiki_link
Kkyrlamny,Neir,wiki_link
Kkyrlamny,karevi,wiki_link
Kkyrlamny,Giungla di Erth,wiki_link
Kkyrlamny,Lago Vurur,wiki_link
Kkyrlamny,Miniere delle Otto Famiglie,wiki_link
Kkyrlamny,Hzaad'à,wiki_link
Kkyrlamny,Fiume Dern,wiki_link
Kkyrlamny,Ynxazvann,wiki_link
Kkyrlamny,Gloriosa Ezakran,wiki_link
Provincia di Petralta,Abisso Oscuro,wiki_link
Provincia di Petralta,Baia di Redoro,wiki_link
Provincia di Petralta,Fato di Lyonel,wiki_link
Provincia di Petralta,Petralta,wiki_link
Provincia di Petralta,Manor,wiki_link
Mendulia's Rock,Rupe di Mendulia,wiki_link
Mendulia's Rock,Molo degli Stendardi,wiki_link
Mendulia's Rock,Rifugio dei Marinai,wiki_link
Mendulia's Rock,Base della Marina,wiki_link
Mendulia's Rock,Banco del Mare,wiki_link
Mendulia's Rock,Ippodromo,wiki_link
Mendulia's Rock,Corporazione delle Arti,wiki_link
Mendulia's Rock,Tana delle Sguattere,wiki_link
Mendulia's Rock,Bassifondi,wiki_link
Mendulia's Rock,Tempio della Guarigione,wiki_link
Mendulia's Rock,Accademia delle Sette Arti,wiki_link
Mendulia's Rock,Scuola delle Parole che Uccidono,wiki_link
Mendulia's Rock,Teatro dei Sogni,wiki_link
Baia d'Argento di Onor,Cimitero dei Draghi,wiki_link
Bosco di Alysara,Elfi,wiki_link
Bosco di Alysara,Azkabel,wiki_link
Bosco di Alysara,Magocrazia di Nü,wiki_link
Bosco di Alysara,Elfi,wiki_link
Bosco di Alysara,Mendulia's Rock,wiki_link
Bosco di Alysara,Neir,wiki_link
Cimitero dei Draghi,Larass'hra,wiki_link
Cimitero dei Draghi,Nebvarasa,wiki_link
Desolazione Occidentale,Neir,wiki_link
Isole Gemelle,Desolazione Occidentale,wiki_link
Montagna dell'Occhio del Drago,Leresalazsnn'hra,wiki_link
Montagna dell'Occhio del Drago,Cenere di Lanie,wiki_link
Regione Mistica,Vetta delle Anime,wiki_link
Regione Mistica,Vetta delle Anime,wiki_link
Regione Mistica,Picchi del Wyrm,wiki_link
Terra di Ambra,Neir,wiki_link
Terra di Ambra,Canzone di Nebvarasa,wiki_link
Terra di Ambra,Leresalazsnn'hra,wiki_link
Vetta delle Anime,Nebvarasa,wiki_link
Vetta delle Anime,Nebvarasa,wiki_link
Azkabel,elfi,wiki_link
Azkabel,wiloi,wiki_link
Azkabel,Neir,wiki_link
Azkabel,elfi,wiki_link
Azkabel,wiloi,wiki_link
Azkabel,wiloi,wiki_link
Azkabel,wiloi,wiki_link
Azkabel,elfi,wiki_link
Azkabel,wiloi,wiki_link
Azkabel,Neir,wiki_link
Azkabel,Casa dei Musici e delle Belle Arti,wiki_link
Azkabel,Biblioteca di Azkabel,wiki_link
Azkabel,Osteria dell'Onda Infranta,wiki_link
Città di Nü,wiloi,wiki_link
Città di Nü,elfi,wiki_link
Città di Nü,Magocrazia di Nü,wiki_link
Città di Nü,Daragoss,wiki_link
Città di Nü,Elfi di Dor,wiki_link
Città di Nü,Azkabel,wiki_link
Città di Nü,Torre dei Segreti,wiki_link
Città di Nü,Locanda della Pergamena Annacquata,wiki_link
Città di Nü,Accademia Magica di Nü,wiki_link
Città di Nü,Locanda delle Spade Incantate,wiki_link
Città di Nü,Doomkhan,wiki_link
Daragoss,wiloi,wiki_link
Daragoss,Elfi,wiki_link
Daragoss,Città di Nü,wiki_link
Daragoss,Azkabel,wiki_link
Daragoss,Daragoss,wiki_link
Daragoss,Neir,wiki_link
Daragoss,Via delle Botteghe,wiki_link
Daragoss,Università delle Scienze,wiki_link
Daragoss,Museo Naturale,wiki_link
Daragoss,Caserma delle Mille Lance,wiki_link
Daragoss,Grande Porto,wiki_link
Giardino degli Dei,Città delle Trame,wiki_link
Le Mura Invalicabili,urakian,wiki_link
Le Mura Invalicabili,Forte Arundex,wiki_link
Piramide del Dio Dimenticato,elfi,wiki_link
Piramide del Dio Dimenticato,Neir,wiki_link
Scuola degli Specchi,Neir,wiki_link
Scuola degli Specchi,Sagister,wiki_link
Scuola degli Specchi,Piramide del Dio Dimenticato,wiki_link
Scuola degli Specchi,Doomkhan,wiki_link
Milford,Dominio delle Trame,wiki_link
Milford,Pianure di Xanesh,wiki_link
Milford,halfling,wiki_link
Milford,halfling,wiki_link
Milford,halfling,wiki_link
Milford,Fortino del Conte,wiki_link
Milford,Locanda dell'Eterno Riposo,wiki_link
Milford,Iliar,wiki_link
Milford,Krea,wiki_link
Mubunash,Mendulia's Rock,wiki_link
Mubunash,Tenebris,wiki_link
Mubunash,Oscura Chiesa di Tenebris,wiki_link
Mubunash,Torre Baronale,wiki_link
Mubunash,Locanda del Cappuccio Nero,wiki_link
Mubunash,Corporazione degli Archivisti,wiki_link
Mubunash,Tempietto degli Ospedalieri,wiki_link
Mubunash,Terme Imperiali,wiki_link
Mubunash,Via degli Imperatori,wiki_link
Mubunash,Monteforte,wiki_link
Mubunash,Neir,wiki_link
Forte Arundex,Neir,wiki_link
Forte Arundex,Bastione Grigio,wiki_link
Forte Arundex,Arena delle Belve,wiki_link
Forte Arundex,Tempio degli Antenati,wiki_link
Forte Arundex,Guarnigione del Simbolo Guerriero,wiki_link
Forte Arundex,Antro dei Lupi d'Inverno,wiki_link
Forte Arundex,Lago delle Quattro Braccia,wiki_link
Forte Arundex,Forte Arundex,wiki_link
Forte Arundex,Doomkhan,wiki_link
Campo Geyser,Valle Nuvolosa,wiki_link
Campo Geyser,Nani,wiki_link
Ludreq,Fonderia del Principe,wiki_link
Ludreq,Bastione del Principe,wiki_link
Ludreq,Fondo di Guldann,wiki_link
Ludreq,Fortezza degli Scudi,wiki_link
Ludreq,Santuario di Fadranstaff,wiki_link
Ludreq,Collegio,wiki_link
Ludreq,Birreria dei Thunder,wiki_link
Pahr,Ludreq,wiki_link
Pahr,selva infestata di Mysteria,wiki_link
Selva Infestata di Mysteria,elfi,wiki_link
Selva Infestata di Mysteria,klorss,wiki_link
Selva Infestata di Mysteria,klorss,wiki_link
Selva Infestata di Mysteria,klorss,wiki_link
Selva Infestata di Mysteria,klorss,wiki_link
Cancello,Città delle Trame,wiki_link
Mercato degli Schiavi,karevi,wiki_link
Mercato degli Schiavi,urakian,wiki_link
Mercato degli Schiavi,elfi\,wiki_link
Mercato degli Schiavi,halfling,wiki_link
Mercato degli Schiavi,gnomi\,wiki_link
Mercato degli Schiavi,orchi\,wiki_link
Mercato degli Schiavi,karevi,wiki_link
Mercato degli Schiavi,umani\,wiki_link
Obelisco dei Vinti,Città delle Trame,wiki_link
Reggia dei Piaceri,Città delle Trame,wiki_link
Reggia dei Piaceri,Neir,wiki_link
Reggia dei Piaceri,Namass'rya,wiki_link
Reggia dei Piaceri,Agan,wiki_link
Reggia dei Piaceri,Namass'rya,wiki_link
Reggia dei Piaceri,Namass'rya,wiki_link
Reggia dei Piaceri,Namass'rya,wiki_link
Reggia dei Piaceri,Agan,wiki_link
Segrete,Namass'rya,wiki_link
Segrete,Dominio delle Trame,wiki_link
Segrete,Matrona di Sangue,wiki_link
Locanda degli Eroi,Öuin,wiki_link
Locanda degli Eroi,Valle Nuvolosa,wiki_link
Molo,Città di Nü,wiki_link
Molo,Landa di Edeber,wiki_link
Molo,Öuin,wiki_link
Molo,Mendulia's Rock,wiki_link
Molo,Öuin,wiki_link
Molo,Daragoss,wiki_link
Palazzo Ducale,Piazza della Giostra,wiki_link
Ponte Curvo,Öuin,wiki_link
Riposo dei Cavalieri,Öuin,wiki_link
Riposo dei Cavalieri,Laon,wiki_link
Sala dei Gran Maestri,Öuin,wiki_link
Sala dei Gran Maestri,Agan,wiki_link
Sala dei Gran Maestri,Öuin,wiki_link
Sala dei Gran Maestri,Öuin,wiki_link
Sala dei Gran Maestri,Lewyn,wiki_link
Aman'Raith,Gundazar,wiki_link
Aman'Raith,Valle Nuvolosa,wiki_link
Aman'Raith,Verde Foresta,wiki_link
Aman'Raith,Aman'Raith,wiki_link
Aman'Raith,Gundazar,wiki_link
Aman'Raith,Aman'Raith,wiki_link
Aman'Raith,Aman'Raith,wiki_link
La Torre delle Anime,Mendulia's Rock,wiki_link
La Torre delle Anime,Neir,wiki_link
Fiume Dern,Kkyrlamny,wiki_link
Fiume Dern,Valli dei Giganti,wiki_link
Fiume Dern,Abisso Oscuro,wiki_link
Gloriosa Ezakran,karevi,wiki_link
Gloriosa Ezakran,Impero delle Terre Nascoste,wiki_link
Gloriosa Ezakran,karevi,wiki_link
Gloriosa Ezakran,karevi,wiki_link
Gloriosa Ezakran,Kkyrlamny,wiki_link
Gloriosa Ezakran,Hzaad'à,wiki_link
Gloriosa Ezakran,Tempio della Luce Nera,wiki_link
Gloriosa Ezakran,Palazzo-sfera dell'Imperatore,wiki_link
Gloriosa Ezakran,Giardinetti Lungofiume,wiki_link
Gloriosa Ezakran,Quartiere Mendus,wiki_link
Gloriosa Ezakran,Quartiere Hjilaki,wiki_link
Gloriosa Ezakran,Quartiere Zeyd,wiki_link
Gloriosa Ezakran,Ritrovo dei Dannati,wiki_link
Hzaad'à,karevi,wiki_link
Hzaad'à,Kkyrlamny,wiki_link
Hzaad'à,Petralta,wiki_link
Hzaad'à,karevi,wiki_link
Hzaad'à,Garod,wiki_link
Lago Vurur,Giungla di Erth,wiki_link
Lago Vurur,Neir,wiki_link
Lago Vurur,karevi,wiki_link
Ynxazvann,Giungla di Erth,wiki_link
Ynxazvann,Giungla di Erth,wiki_link
Abisso Oscuro,Neir,wiki_link
Abisso Oscuro,Hzaad'à,wiki_link
Abisso Oscuro,wiloi,wiki_link
Baia di Redoro,Neir,wiki_link
Baia di Redoro,Neir,wiki_link
Baia di Redoro,Provincia di Petralta,wiki_link
Baia di Redoro,Repubblica di Mendulia’s Rock,wiki_link
Baia di Redoro,Neir,wiki_link
Fato di Lyonel,Baia di Redoro,wiki_link
Fato di Lyonel,Neir,wiki_link
Fato di Lyonel,Gundazar,wiki_link
Manor,Impero delle Terre Nascoste,wiki_link
Manor,Neir,wiki_link
Manor,Cenere di Lanie,wiki_link
Manor,karevi,wiki_link
Manor,urakian,wiki_link
Manor,karevi,wiki_link
Manor,urakian,wiki_link
Petralta,Gundazar,wiki_link
Petralta,Gloriosa Ezakran,wiki_link
Petralta,Abisso Oscuro,wiki_link
Petralta,Manor,wiki_link
Petralta,Baia di Redoro,wiki_link
Petralta,Mendulia's Rock,wiki_link
Petralta,Fiera Avveniristica di Flurr lo Gnomo,wiki_link
Petralta,Porticato del Governatore,wiki_link
Petralta,Ostello dei Morti Contenti,wiki_link
Petralta,Ospedale del Silenzio,wiki_link
Petralta,I Bianchi Sepolcri,wiki_link
Petralta,Mura di Aeros II,wiki_link
Giardinetti Lungofiume,karevi,wiki_link
Giardinetti Lungofiume,Gloriosa Ezakran,wiki_link
Giardinetti Lungofiume,Gloriosa Ezakran,wiki_link
Palazzo-sfera dell'Imperatore,Neir,wiki_link
Palazzo-sfera dell'Imperatore,Larass'hra,wiki_link
Palazzo-sfera dell'Imperatore,Impero delle Terre Nascoste,wiki_link
Quartiere Hjilaki,Gloriosa Ezakran,wiki_link
Quartiere Hjilaki,Giardinetti Lungofiume,wiki_link
Quartiere Hjilaki,karevi,wiki_link
Quartiere Hjilaki,Gloriosa Ezakran,wiki_link
Quartiere Mendus,Impero delle Terre Nascoste,wiki_link
Quartiere Mendus,Mendulia's Rock,wiki_link
Quartiere Mendus,Impero delle Terre Nascoste,wiki_link
Quartiere Mendus,Impero delle Terre Nascoste,wiki_link
Quartiere Mendus,Gloriosa Ezakran,wiki_link
Quartiere Mendus,karevi,wiki_link
Quartiere Mendus,Petralta,wiki_link
Quartiere Zeyd,karevi,wiki_link
Ritrovo dei Dannati,karevi,wiki_link
Ritrovo dei Dannati,Prescelti dalle Tenebre,wiki_link
Ritrovo dei Dannati,Prescelti dalle Tenebre,wiki_link
Ritrovo dei Dannati,Prescelti dalle Tenebre,wiki_link
Ritrovo dei Dannati,Prescelti dalle Tenebre,wiki_link
Ritrovo dei Dannati,Gloriosa Ezakran,wiki_link
Tempio della Luce Nera,Neir,wiki_link
Tempio della Luce Nera,M'oraoork,wiki_link
Fiera Avveniristica di Flurr lo Gnomo,Petralta,wiki_link
I Bianchi Sepolcri,Petralta,wiki_link
I Bianchi Sepolcri,Petralta,wiki_link
Ospedale del Silenzio,Petralta,wiki_link
Ostello dei Morti Contenti,Petralta,wiki_link
Porticato del Governatore,Petralta,wiki_link
Porticato del Governatore,Petralta,wiki_link
Banco del Mare,Neir,wiki_link
Banco del Mare,Daragoss,wiki_link
Banco del Mare,Mendulia's Rock,wiki_link
Banco del Mare,Neir,wiki_link
Banco del Mare,Mendulia's Rock,wiki_link
Bassifondi,Dardi Sanguinanti,wiki_link
Ippodromo,Mendulia's Rock,wiki_link
Ippodromo,Neir,wiki_link
Molo degli Stendardi,Mendulia's Rock,wiki_link
Rifugio dei Marinai,orchi,wiki_link
Rifugio dei Marinai,urakian,wiki_link
Rifugio dei Marinai,halfling,wiki_link
Rifugio dei Marinai,Umani,wiki_link
Rifugio dei Marinai,Elfi,wiki_link
Rifugio dei Marinai,wiloi,wiki_link
Rifugio dei Marinai,karevi,wiki_link
Rifugio dei Marinai,gnomo,wiki_link
Rifugio dei Marinai,Azkabel,wiki_link
Rifugio dei Marinai,Molo degli Stendardi,wiki_link
Scuola delle Parole che Uccidono,Mendulia's Rock,wiki_link
Tana delle Sguattere,Orchi,wiki_link
Tempio della Guarigione,Fadranstaff,wiki_link
Tempio della Guarigione,Mendulia's Rock,wiki_link
Biblioteca di Azkabel,Yolam'hra,wiki_link
Casa dei Musici e delle Belle Arti,elfi,wiki_link
Osteria dell'Onda Infranta,Azkabel,wiki_link
Accademia Magica di Nü,Neir,wiki_link
Locanda della Pergamena Annacquata,Accademia Magica di Nü,wiki_link
Locanda della Pergamena Annacquata,yamyam,wiki_link
Caserma delle Mille Lance,Magocrazia di Nü,wiki_link
Caserma delle Mille Lance,Daragoss,wiki_link
Grande Porto,Magocrazia di Nü,wiki_link
Grande Porto,Daragoss,wiki_link
Grande Porto,Magocrazia di Nü,wiki_link
Museo Naturale,Università delle Scienze,wiki_link
Università delle Scienze,Accademia Magica di Nü,wiki_link
Università delle Scienze,Daragoss,wiki_link
Via delle Botteghe,Daragoss,wiki_link
Fortino del Conte,Annie Rose-Robe,wiki_link
Fortino del Conte,Fadranstaff,wiki_link
Locanda dell'Eterno Riposo,Neir,wiki_link
Locanda dell'Eterno Riposo,Milford,wiki_link
Corporazione degli Archivisti,Neir,wiki_link
Monteforte,Mubunash,wiki_link
Monteforte,Mubunash,wiki_link
Oscura Chiesa di Tenebris,Tenebris,wiki_link
Oscura Chiesa di Tenebris,Tenebris,wiki_link
Oscura Chiesa di Tenebris,Pianure di Xanesh,wiki_link
Tempietto degli Ospedalieri,Mubunash,wiki_link
Tempietto degli Ospedalieri,Fadranstaff,wiki_link
Terme Imperiali,Mubunash,wiki_link
Torre Baronale,Tenebris,wiki_link
Torre Baronale,Tenebris,wiki_link
Torre Baronale,Oscura Chiesa di Tenebris,wiki_link
Via degli Imperatori,Gundazar,wiki_link
Via degli Imperatori,Pianure di Xanesh,wiki_link
Via degli Imperatori,Tenebris,wiki_link
Antro dei Lupi d'Inverno,Neir,wiki_link
Antro dei Lupi d'Inverno,Dardi Sanguinanti,wiki_link
Antro dei Lupi d'Inverno,Forte Arundex,wiki_link
Antro dei Lupi d'Inverno,karevi,wiki_link
Bastione Grigio,Forte Arundex,wiki_link
Guarnigione del Simbolo Guerriero,Orgnornor,wiki_link
Tempio degli Antenati,Forte Arundex,wiki_link
Bastione del Principe,Valle Nuvolosa,wiki_link
Collegio,nani,wiki_link
Fonderia del Principe,nani,wiki_link
Fondo di Guldann,Impero delle Terre Nascoste,wiki_link
Fondo di Guldann,Neir,wiki_link
Fortezza degli Scudi,Fondo di Guldann,wiki_link
Santuario di Fadranstaff,Ludreq,wiki_link
Santuario di Fadranstaff,Fadranstaff,wiki_link
Archivista,gnoll,wiki_link
Archivista,bardi,wiki_link
Archivista,Neir,wiki_link
Archivista,Mubunash,wiki_link
Archivista,Neir,wiki_link
Archivista,Pianure di Xanesh,wiki_link
Background,Neir,wiki_link
Background,Neir,wiki_link
Background,Cacciatore di Meteore,wiki_link
Background,Esmeraldia,wiki_link
Background,Mare Andante,wiki_link
Background,Baia di Redoro,wiki_link
Background,Dardi Sanguinanti,wiki_link
Background,Archivista,wiki_link
Background,Cacciatore di Meteore,wiki_link
Background,Dardo Sanguinante,wiki_link
Background,Mare Andante,wiki_link
Cacciatore di Meteore,Forte Arundex,wiki_link
Cacciatore di Meteore,urakian,wiki_link
Cacciatore di Meteore,karevi,wiki_link
Cacciatore di Meteore,wiloi,wiki_link
Cacciatore di Meteore,Neir,wiki_link
Cacciatore di Meteore,Rengaria,wiki_link
Cacciatore di Meteore,Dimensione della Materia,wiki_link
Dardo Sanguinante,Neir,wiki_link
Mare Andante,Mendulia's Rock,wiki_link
Mare Andante,Gilda del Gonfalone Azzurro,wiki_link
Mare Andante,Neir,wiki_link
Mare Andante,Gonfalone,wiki_link
Mare Andante,Mendulia's Rock,wiki_link
Mare Andante,Gonfalone Azzurro,wiki_link
Mare Andante,Neir,wiki_link
Mare Andante,Mendulia's Rock,wiki_link
Mare Andante,Mendulia's Rock,wiki_link
Mare Andante,Neir,wiki_link
Arcana,Custode delle Rune,wiki_link
Arcana,Libera il Caos,wiki_link
Arcana,Cammino sulle Pareti,wiki_link
Arcana,Presa Cinerea,wiki_link
Arcana,Occhio Fluttuante,wiki_link
Arcana,ControIncantesimo,wiki_link
Arcana,Volo,wiki_link
Arcana,Sparizione,wiki_link
Arcana,Esplosione di Conservazione,wiki_link
Arcana,Catena di Fulmini,wiki_link
Arcana,Premonizione,wiki_link
Arcana,Camminatore di Fessura,wiki_link
Arcana,Telecinesi,wiki_link
Arcana,Toccato dall'Arcano,wiki_link
Arcana,Esplosione Ammantata,wiki_link
Arcana,Riflesso Arcano,wiki_link
Arcana,Aura Confondente,wiki_link
Arcana,Terremoto,wiki_link
Arcana,Proiezione Sensoriale,wiki_link
Arcana,Regola la Realtà,wiki_link
Arcana,Cieli che Cadono,wiki_link
Codice,Bard,wiki_link
Codice,Wizard,wiki_link
Codice,Libro di Ava,wiki_link
Codice,Libro di Illiat,wiki_link
Codice,Libro di Tyfar,wiki_link
Codice,Libro di Sitil,wiki_link
Codice,Libro di Vagras,wiki_link
Codice,Libro di Korvax,wiki_link
Codice,Libro di Norai,wiki_link
Codice,Libro di Exota,wiki_link
Codice,Libro di Grynn,wiki_link
Codice,Muro Manifesto,wiki_link
Codice,Teletrasporto,wiki_link
Codice,Cacciare,wiki_link
Codice,Sigillo di Ritorsione,wiki_link
Codice,Libro di Homet,wiki_link
Codice,Toccato dal Codice,wiki_link
Codice,Libro di Vyola,wiki_link
Codice,Rifugio Sicuro,wiki_link
Codice,Libro di Ronin,wiki_link
Codice,Onda di Disintegrazione,wiki_link
Codice,Libro di Yarrow,wiki_link
Codice,Unione Trascendente,wiki_link
Domini delle Classi,Codice,wiki_link
Domini delle Classi,Grazia,wiki_link
Domini delle Classi,Arcana,wiki_link
Domini delle Classi,Saggio,wiki_link
Domini delle Classi,Lama,wiki_link
Domini delle Classi,Valore,wiki_link
Domini delle Classi,Ossa,wiki_link
Domini delle Classi,Saggio,wiki_link
Domini delle Classi,Grazia,wiki_link
Domini delle Classi,Mezzanotte,wiki_link
Domini delle Classi,Splendore,wiki_link
Domini delle Classi,Valore,wiki_link
Domini delle Classi,Arcana,wiki_link
Domini delle Classi,Mezzanotte,wiki_link
Domini delle Classi,Lama,wiki_link
Domini delle Classi,Ossa,wiki_link
Domini delle Classi,Codice,wiki_link
Domini delle Classi,Splendore,wiki_link
Grazia,Abile Inganno,wiki_link
Grazia,Estasi,wiki_link
Grazia,Parole d'Ispirazione,wiki_link
Grazia,Non Dire Mai Bugie,wiki_link
Grazia,PiantaGrane,wiki_link
Grazia,Velo Ipnotico,wiki_link
Grazia,Invisibilità,wiki_link
Grazia,Discorso Rassicurante,wiki_link
Grazia,Attraverso i Tuoi Occhi,wiki_link
Grazia,Scavatore di Pensieri,wiki_link
Grazia,Parole di Discordia,wiki_link
Grazia,Mai Sopraffatto,wiki_link
Grazia,Condividi il Carico,wiki_link
Grazia,Carisma Infinito,wiki_link
Grazia,Tocco della Grazia,wiki_link
Grazia,Proiezione Astrale,wiki_link
Grazia,Entusiasmo di Massa,wiki_link
Grazia,Imitatore,wiki_link
Grazia,Maestro dell'Arte,wiki_link
Grazia,Ripetizione,wiki_link
Grazia,Famoso,wiki_link
Lama,Guardian,wiki_link
Lama,Warrior,wiki_link
Lama,Rialzati,wiki_link
Lama,Non Abbastanza Buono,wiki_link
Lama,Vortice,wiki_link
Lama,Legame di un Soldato,wiki_link
Lama,Audace,wiki_link
Lama,Mischia,wiki_link
Lama,Combattente Versatile,wiki_link
Lama,Concentrazione Letale,wiki_link
Lama,Armatura Fortificata,wiki_link
Lama,Vantaggio del Campione,wiki_link
Lama,Vitalità,wiki_link
Lama,Rafforzato in Battaglia,wiki_link
Lama,Furia Crescente,wiki_link
Lama,Colpito dalla Lama,wiki_link
Lama,Colpo di Sfioramento,wiki_link
Lama,Grido di Battaglia,wiki_link
Lama,Frenesia,wiki_link
Lama,Sangue e Gloria,wiki_link
Lama,Colpo del Mietitore,wiki_link
Lama,Mostro da Battaglia,wiki_link
Lama,Assalto,wiki_link
MezzaNotte,Prendi e Tira,wiki_link
MezzaNotte,Pioggia di Lame,wiki_link
MezzaNotte,Travestimento Misterioso,wiki_link
MezzaNotte,Spirito di Mezzanotte,wiki_link
MezzaNotte,Legame dell'Ombra,wiki_link
MezzaNotte,Presa alla Gola,wiki_link
MezzaNotte,Velo Notturno,wiki_link
MezzaNotte,Esperto di Furtività,wiki_link
MezzaNotte,Glifo dell'Oscurità,wiki_link
MezzaNotte,Silenzio,wiki_link
MezzaNotte,Ritirata Fantasma,wiki_link
MezzaNotte,Sussurri Oscuri,wiki_link
MezzaNotte,Travestimento di Massa,wiki_link
MezzaNotte,Toccato dalla Mezzanotte,wiki_link
MezzaNotte,Schivata Elusiva,wiki_link
MezzaNotte,Cacciatore d'Ombre,wiki_link
MezzaNotte,Carica di Incantesimo,wiki_link
MezzaNotte,Terrore della Notte,wiki_link
MezzaNotte,Tassa del Crepuscolo,wiki_link
MezzaNotte,Eclissi,wiki_link
MezzaNotte,Spettro del Buio,wiki_link
Ossa,Manovre Agili,wiki_link
Ossa,Vedo Che Arriva,wiki_link
Ossa,Intoccabile,wiki_link
Ossa,Ferocia,wiki_link
Ossa,Approccio Strategico,wiki_link
Ossa,Rafforzamento,wiki_link
Ossa,Tattico,wiki_link
Ossa,Potenziamento,wiki_link
Ossa,Ridirezione,wiki_link
Ossa,Conosci il tuo nemico,wiki_link
Ossa,Mossa Caratteristica,wiki_link
Ossa,Risposta Rapida,wiki_link
Ossa,Recupero,wiki_link
Ossa,Toccando l'Osso,wiki_link
Ossa,Precisione Crudele,wiki_link
Ossa,Colpo di Rottura,wiki_link
Ossa,Controllare,wiki_link
Ossa,Sul Limite,wiki_link
Ossa,Colpo di Frantumazione,wiki_link
Ossa,Corsa verso la Morte,wiki_link
Ossa,Passo Rapido,wiki_link
Saggio,Druid,wiki_link
Saggio,Ranger,wiki_link
Saggio,Tracciatore Dotato,wiki_link
Saggio,Lingua della Natura,wiki_link
Saggio,Intrico Violento,wiki_link
Saggio,Evoca Sciame,wiki_link
Saggio,Famiglio della Natura,wiki_link
Saggio,Proiettile Corrosivo,wiki_link
Saggio,Fusto Maestoso,wiki_link
Saggio,Morsa Mortale,wiki_link
Saggio,Campo di Guarigione,wiki_link
Saggio,Pelle di Spine,wiki_link
Saggio,Fortezza Selvaggia,wiki_link
Saggio,Equidi Evocati,wiki_link
Saggio,Raccoglitore,wiki_link
Saggio,Tocco del Saggio,wiki_link
Saggio,Impulso Selvaggio,wiki_link
Saggio,Spiritelli della Foresta,wiki_link
Saggio,Barriera di Rigenerazione,wiki_link
Saggio,Santuario della Selva,wiki_link
Saggio,Dominio Vegetale,wiki_link
Saggio,Forza della Natura,wiki_link
Saggio,Tempesta,wiki_link
Splendore,Proiettile di Luce,wiki_link
Splendore,Tocco Riparatore,wiki_link
Splendore,Rassicurazione,wiki_link
Splendore,Ultime Parole,wiki_link
Splendore,Mani Curatrici,wiki_link
Splendore,Secondo Respiro,wiki_link
Splendore,Voce della Ragione,wiki_link
Splendore,Divinazione,wiki_link
Splendore,Vita Protetta,wiki_link
Splendore,Forma Materiale,wiki_link
Splendore,Colpo,wiki_link
Splendore,Ristoro,wiki_link
Splendore,Zona di Protezione,wiki_link
Splendore,Colpo Guaritore,wiki_link
Splendore,Tocco dello Splendore,wiki_link
Splendore,Scudo d'Aura,wiki_link
Splendore,Splendida Luce Solare,wiki_link
Splendore,Aura Sovrastante,wiki_link
Splendore,Raggio Salvifico,wiki_link
Splendore,Rinvigorimento,wiki_link
Splendore,Risurrezione,wiki_link
Valore,Ossa e Pelle,wiki_link
Valore,Spinta Forzata,wiki_link
Valore,Sono Il Tuo Scudo,wiki_link
Valore,Distruttore di Corpi,wiki_link
Valore,Presenza Audace,wiki_link
Valore,Ispirazione Critica,wiki_link
Valore,Appoggiati,wiki_link
Valore,Provocazione,wiki_link
Valore,Scudo di Supporto,wiki_link
Valore,Corazza,wiki_link
Valore,Colpo Risonante,wiki_link
Valore,Inevitabile,wiki_link
Valore,Risorgi,wiki_link
Valore,Scuotiti,wiki_link
Valore,Toccato dal Valore,wiki_link
Valore,Piena Ondata,wiki_link
Valore,Colpire al Suolo,wiki_link
Valore,Tieni la Linea,wiki_link
Valore,Guida con l'Esempio,wiki_link
Valore,Infrangibile,wiki_link
Valore,Armatura Infrangibile,wiki_link
Abominio dei Regni Esterni,Picchiatore,wiki_link
Adepto Cultista,Supporto,wiki_link
Agglomerato di Carcasse Zombie,Solo,wiki_link
Alto Serafino,Capo,wiki_link
Anguille Elettriche,Orda,wiki_link
Aquila Gigante,Furtivo,wiki_link
Arcere Scheletrico,a Distanza,wiki_link
Arciere Maledetto,a Distanza,wiki_link
Arciere Spettrale,a Distanza,wiki_link
ArcoNecromante,Capo,wiki_link
Assassino Apprendista,Minion,wiki_link
