name,path,type
Mythic Aerial Hunter.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Mythic Aerial Hunter.md,beast_form
Mythic Beast.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Mythic Beast.md,beast_form
Mythic Hybrid.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Mythic Hybrid.md,beast_form
Nimble Grazer.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Nimble Grazer.md,beast_form
Pack Predator.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Pack Predator.md,beast_form
Pouncing Predator.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Pouncing Predator.md,beast_form
Powerful Beast.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Powerful Beast.md,beast_form
Stalking Arachnid.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Stalking Arachnid.md,beast_form
Striking Serpent.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Striking Serpent.md,beast_form
Terrible Lizard.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Terrible Lizard.md,beast_form
Winged Beast.md,02_Meccaniche_DaggerHeart\Forme Bestiali\Winged Beast.md,beast_form
Airblade Charm.md,02_Meccaniche_DaggerHeart\items\Airblade Charm.md,item
Alistairs Torch.md,02_Meccaniche_DaggerHeart\items\Alistairs Torch.md,item
Arcane Cloak.md,02_Meccaniche_DaggerHeart\items\Arcane Cloak.md,item
Arcane Prism.md,02_Meccaniche_DaggerHeart\items\Arcane Prism.md,item
Attune Relic.md,02_Meccaniche_DaggerHeart\items\Attune Relic.md,item
Bag of Ficklesand.md,02_Meccaniche_DaggerHeart\items\Bag of Ficklesand.md,item
Belt of Unity.md,02_Meccaniche_DaggerHeart\items\Belt of Unity.md,item
Bloodstone.md,02_Meccaniche_DaggerHeart\items\Bloodstone.md,item
Bolster Relic.md,02_Meccaniche_DaggerHeart\items\Bolster Relic.md,item
Box of Many Goods.md,02_Meccaniche_DaggerHeart\items\Box of Many Goods.md,item
Calming Pendant.md,02_Meccaniche_DaggerHeart\items\Calming Pendant.md,item
Charging Quiver.md,02_Meccaniche_DaggerHeart\items\Charging Quiver.md,item
Charm Relic.md,02_Meccaniche_DaggerHeart\items\Charm Relic.md,item
Clay Companion.md,02_Meccaniche_DaggerHeart\items\Clay Companion.md,item
Companion Case.md,02_Meccaniche_DaggerHeart\items\Companion Case.md,item
Control Relic.md,02_Meccaniche_DaggerHeart\items\Control Relic.md,item
Corrector Sprite.md,02_Meccaniche_DaggerHeart\items\Corrector Sprite.md,item
Dual Flask.md,02_Meccaniche_DaggerHeart\items\Dual Flask.md,item
Elusive Amulet.md,02_Meccaniche_DaggerHeart\items\Elusive Amulet.md,item
Empty Chest.md,02_Meccaniche_DaggerHeart\items\Empty Chest.md,item
Enlighten Relic.md,02_Meccaniche_DaggerHeart\items\Enlighten Relic.md,item
Fire Jar.md,02_Meccaniche_DaggerHeart\items\Fire Jar.md,item
Flickerfly Pendant.md,02_Meccaniche_DaggerHeart\items\Flickerfly Pendant.md,item
Gecko Gloves.md,02_Meccaniche_DaggerHeart\items\Gecko Gloves.md,item
Gem of Alacrity.md,02_Meccaniche_DaggerHeart\items\Gem of Alacrity.md,item
Gem of Audacity.md,02_Meccaniche_DaggerHeart\items\Gem of Audacity.md,item
Gem of Insight.md,02_Meccaniche_DaggerHeart\items\Gem of Insight.md,item
Gem of Might.md,02_Meccaniche_DaggerHeart\items\Gem of Might.md,item
Gem of Precision.md,02_Meccaniche_DaggerHeart\items\Gem of Precision.md,item
Gem of Sagacity.md,02_Meccaniche_DaggerHeart\items\Gem of Sagacity.md,item
Glamour Stone.md,02_Meccaniche_DaggerHeart\items\Glamour Stone.md,item
Glider.md,02_Meccaniche_DaggerHeart\items\Glider.md,item
Greatstone.md,02_Meccaniche_DaggerHeart\items\Greatstone.md,item
Homing Compasses.md,02_Meccaniche_DaggerHeart\items\Homing Compasses.md,item
Honing Relic.md,02_Meccaniche_DaggerHeart\items\Honing Relic.md,item
Hopekeeper Locket.md,02_Meccaniche_DaggerHeart\items\Hopekeeper Locket.md,item
Infinite Bag.md,02_Meccaniche_DaggerHeart\items\Infinite Bag.md,item
Lakestrider Boots.md,02_Meccaniche_DaggerHeart\items\Lakestrider Boots.md,item
Lorekeeper.md,02_Meccaniche_DaggerHeart\items\Lorekeeper.md,item
Manacles.md,02_Meccaniche_DaggerHeart\items\Manacles.md,item
Minor Health Potion Recipe.md,02_Meccaniche_DaggerHeart\items\Minor Health Potion Recipe.md,item
Minor Stamina Potion Recipe.md,02_Meccaniche_DaggerHeart\items\Minor Stamina Potion Recipe.md,item
Mythic Dust Recipe.md,02_Meccaniche_DaggerHeart\items\Mythic Dust Recipe.md,item
Paragons Chain.md,02_Meccaniche_DaggerHeart\items\Paragons Chain.md,item
Phoenix Feather.md,02_Meccaniche_DaggerHeart\items\Phoenix Feather.md,item
Piercing Arrows.md,02_Meccaniche_DaggerHeart\items\Piercing Arrows.md,item
Piper Whistle.md,02_Meccaniche_DaggerHeart\items\Piper Whistle.md,item
Portal Seed.md,02_Meccaniche_DaggerHeart\items\Portal Seed.md,item
Premium Bedroll.md,02_Meccaniche_DaggerHeart\items\Premium Bedroll.md,item
Ring of Resistance.md,02_Meccaniche_DaggerHeart\items\Ring of Resistance.md,item
Ring of Silence.md,02_Meccaniche_DaggerHeart\items\Ring of Silence.md,item
Ring of Unbreakable Resolve.md,02_Meccaniche_DaggerHeart\items\Ring of Unbreakable Resolve.md,item
Shard of Memory.md,02_Meccaniche_DaggerHeart\items\Shard of Memory.md,item
Skeleton Key.md,02_Meccaniche_DaggerHeart\items\Skeleton Key.md,item
Speaking Orbs.md,02_Meccaniche_DaggerHeart\items\Speaking Orbs.md,item
Stride Relic.md,02_Meccaniche_DaggerHeart\items\Stride Relic.md,item
Suspended Rod.md,02_Meccaniche_DaggerHeart\items\Suspended Rod.md,item
Valorstone.md,02_Meccaniche_DaggerHeart\items\Valorstone.md,item
Vial of Darksmoke Recipe.md,02_Meccaniche_DaggerHeart\items\Vial of Darksmoke Recipe.md,item
Woven Net.md,02_Meccaniche_DaggerHeart\items\Woven Net.md,item
Abominio dei Regni Esterni.md,02_Meccaniche_DaggerHeart\Nemici\Abominio dei Regni Esterni.md,enemy
Adepto Cultista.md,02_Meccaniche_DaggerHeart\Nemici\Adepto Cultista.md,enemy
Agglomerato di Carcasse Zombie.md,02_Meccaniche_DaggerHeart\Nemici\Agglomerato di Carcasse Zombie.md,enemy
Alto Serafino.md,02_Meccaniche_DaggerHeart\Nemici\Alto Serafino.md,enemy
Anguille Elettriche.md,02_Meccaniche_DaggerHeart\Nemici\Anguille Elettriche.md,enemy
Aquila Gigante.md,02_Meccaniche_DaggerHeart\Nemici\Aquila Gigante.md,enemy
Arcere Scheletrico.md,02_Meccaniche_DaggerHeart\Nemici\Arcere Scheletrico.md,enemy
Arciere Maledetto.md,02_Meccaniche_DaggerHeart\Nemici\Arciere Maledetto.md,enemy
Arciere Spettrale.md,02_Meccaniche_DaggerHeart\Nemici\Arciere Spettrale.md,enemy
ArcoNecromante.md,02_Meccaniche_DaggerHeart\Nemici\ArcoNecromante.md,enemy
Assassino Apprendista.md,02_Meccaniche_DaggerHeart\Nemici\Assassino Apprendista.md,enemy
Assassino Velenoso.md,02_Meccaniche_DaggerHeart\Nemici\Assassino Velenoso.md,enemy
Bandito con Lama Seghettata.md,02_Meccaniche_DaggerHeart\Nemici\Bandito con Lama Seghettata.md,enemy
Barone Mercante.md,02_Meccaniche_DaggerHeart\Nemici\Barone Mercante.md,enemy
Branco Demoniaco.md,02_Meccaniche_DaggerHeart\Nemici\Branco Demoniaco.md,enemy
Cacciatore Mortale.md,02_Meccaniche_DaggerHeart\Nemici\Cacciatore Mortale.md,enemy
Capitano Pirata.md,02_Meccaniche_DaggerHeart\Nemici\Capitano Pirata.md,enemy
Capitano Spettrale.md,02_Meccaniche_DaggerHeart\Nemici\Capitano Spettrale.md,enemy
Capo delle Guardie.md,02_Meccaniche_DaggerHeart\Nemici\Capo delle Guardie.md,enemy
Cavaliere del Cervo.md,02_Meccaniche_DaggerHeart\Nemici\Cavaliere del Cervo.md,enemy
Cavaliere della Corona.md,02_Meccaniche_DaggerHeart\Nemici\Cavaliere della Corona.md,enemy
Cavaliere Scheletrico.md,02_Meccaniche_DaggerHeart\Nemici\Cavaliere Scheletrico.md,enemy
Cecchino della Lama Seghettata.md,02_Meccaniche_DaggerHeart\Nemici\Cecchino della Lama Seghettata.md,enemy
Combattente Gigante.md,02_Meccaniche_DaggerHeart\Nemici\Combattente Gigante.md,enemy
Consigliere Reale.md,02_Meccaniche_DaggerHeart\Nemici\Consigliere Reale.md,enemy
Corrutore dei Regni Esterni.md,02_Meccaniche_DaggerHeart\Nemici\Corrutore dei Regni Esterni.md,enemy
Corruttore dei Regni Esterni.md,02_Meccaniche_DaggerHeart\Nemici\Corruttore dei Regni Esterni.md,enemy
Cortigiana.md,02_Meccaniche_DaggerHeart\Nemici\Cortigiana.md,enemy
Cortigiano.md,02_Meccaniche_DaggerHeart\Nemici\Cortigiano.md,enemy
Coscritto.md,02_Meccaniche_DaggerHeart\Nemici\Coscritto.md,enemy
Costrutto.md,02_Meccaniche_DaggerHeart\Nemici\Costrutto.md,enemy
Custode dei Segreti.md,02_Meccaniche_DaggerHeart\Nemici\Custode dei Segreti.md,enemy
Demone dell'Avarizia.md,02_Meccaniche_DaggerHeart\Nemici\Demone dell'Avarizia.md,enemy
Demone dell'Presunzione.md,02_Meccaniche_DaggerHeart\Nemici\Demone dell'Presunzione.md,enemy
Demone della Furia.md,02_Meccaniche_DaggerHeart\Nemici\Demone della Furia.md,enemy
Demone di Disperazione.md,02_Meccaniche_DaggerHeart\Nemici\Demone di Disperazione.md,enemy
Demone di Gelosia.md,02_Meccaniche_DaggerHeart\Nemici\Demone di Gelosia.md,enemy
Demone Minore.md,02_Meccaniche_DaggerHeart\Nemici\Demone Minore.md,enemy
Devastatore.md,02_Meccaniche_DaggerHeart\Nemici\Devastatore.md,enemy
Difensore dalle Radici Profonde.md,02_Meccaniche_DaggerHeart\Nemici\Difensore dalle Radici Profonde.md,enemy
Dragatore Scheletrico.md,02_Meccaniche_DaggerHeart\Nemici\Dragatore Scheletrico.md,enemy
Drago Vulcanico Flagello Fuso.md,02_Meccaniche_DaggerHeart\Nemici\Drago Vulcanico Flagello Fuso.md,enemy
Drago Vulcanico Predatore di Ossidiana.md,02_Meccaniche_DaggerHeart\Nemici\Drago Vulcanico Predatore di Ossidiana.md,enemy
Drago Vulcanico Tiranno Cinereo.md,02_Meccaniche_DaggerHeart\Nemici\Drago Vulcanico Tiranno Cinereo.md,enemy
Driade.md,02_Meccaniche_DaggerHeart\Nemici\Driade.md,enemy
Elementale Maggiore dell'Acqua.md,02_Meccaniche_DaggerHeart\Nemici\Elementale Maggiore dell'Acqua.md,enemy
Elementale Maggiore della Terra.md,02_Meccaniche_DaggerHeart\Nemici\Elementale Maggiore della Terra.md,enemy
Elementale Minore del Caos.md,02_Meccaniche_DaggerHeart\Nemici\Elementale Minore del Caos.md,enemy
Elementale Minore del Fuoco.md,02_Meccaniche_DaggerHeart\Nemici\Elementale Minore del Fuoco.md,enemy
Esperimento Fallito.md,02_Meccaniche_DaggerHeart\Nemici\Esperimento Fallito.md,enemy
Giovane Drago di Ghiaccio.md,02_Meccaniche_DaggerHeart\Nemici\Giovane Drago di Ghiaccio.md,enemy
Giovane Driade.md,02_Meccaniche_DaggerHeart\Nemici\Giovane Driade.md,enemy
Gorgone.md,02_Meccaniche_DaggerHeart\Nemici\Gorgone.md,enemy
Gruppo di Zombie.md,02_Meccaniche_DaggerHeart\Nemici\Gruppo di Zombie.md,enemy
Guardia Arciere.md,02_Meccaniche_DaggerHeart\Nemici\Guardia Arciere.md,enemy
Guardia con Lama.md,02_Meccaniche_DaggerHeart\Nemici\Guardia con Lama.md,enemy
Guardiano Carceriere della Cripta.md,02_Meccaniche_DaggerHeart\Nemici\Guardiano Carceriere della Cripta.md,enemy
Guardiano Spettrale.md,02_Meccaniche_DaggerHeart\Nemici\Guardiano Spettrale.md,enemy
Guerriero Caduto Campione Imbattibile.md,02_Meccaniche_DaggerHeart\Nemici\Guerriero Caduto Campione Imbattibile.md,enemy
Guerriero Caduto Frantumatore di Reami.md,02_Meccaniche_DaggerHeart\Nemici\Guerriero Caduto Frantumatore di Reami.md,enemy
Guerriero Scheletrico.md,02_Meccaniche_DaggerHeart\Nemici\Guerriero Scheletrico.md,enemy
Idra.md,02_Meccaniche_DaggerHeart\Nemici\Idra.md,enemy
Immensa Melma Verde.md,02_Meccaniche_DaggerHeart\Nemici\Immensa Melma Verde.md,enemy
Iniziato Cultista.md,02_Meccaniche_DaggerHeart\Nemici\Iniziato Cultista.md,enemy
Kraken.md,02_Meccaniche_DaggerHeart\Nemici\Kraken.md,enemy
Ladro Mascherato.md,02_Meccaniche_DaggerHeart\Nemici\Ladro Mascherato.md,enemy
Lama Incantata.md,02_Meccaniche_DaggerHeart\Nemici\Lama Incantata.md,enemy
Legione Zombie.md,02_Meccaniche_DaggerHeart\Nemici\Legione Zombie.md,enemy
Lucciola Adulta.md,02_Meccaniche_DaggerHeart\Nemici\Lucciola Adulta.md,enemy
Lucciola Giovane.md,02_Meccaniche_DaggerHeart\Nemici\Lucciola Giovane.md,enemy
Lupo Mannaro.md,02_Meccaniche_DaggerHeart\Nemici\Lupo Mannaro.md,enemy
Maestro Assassino.md,02_Meccaniche_DaggerHeart\Nemici\Maestro Assassino.md,enemy
Maestro delle Armi.md,02_Meccaniche_DaggerHeart\Nemici\Maestro delle Armi.md,enemy
Maestro delle Bestie Gigante.md,02_Meccaniche_DaggerHeart\Nemici\Maestro delle Bestie Gigante.md,enemy
Mago della Lama Seghettata.md,02_Meccaniche_DaggerHeart\Nemici\Mago della Lama Seghettata.md,enemy
Melma Rossa.md,02_Meccaniche_DaggerHeart\Nemici\Melma Rossa.md,enemy
Melma Verde.md,02_Meccaniche_DaggerHeart\Nemici\Melma Verde.md,enemy
Mente dei Vampiri.md,02_Meccaniche_DaggerHeart\Nemici\Mente dei Vampiri.md,enemy
Mercante.md,02_Meccaniche_DaggerHeart\Nemici\Mercante.md,enemy
Mercenario.md,02_Meccaniche_DaggerHeart\Nemici\Mercenario.md,enemy
Minotauro Demolitore.md,02_Meccaniche_DaggerHeart\Nemici\Minotauro Demolitore.md,enemy
Monarca.md,02_Meccaniche_DaggerHeart\Nemici\Monarca.md,enemy
Nobile Minore.md,02_Meccaniche_DaggerHeart\Nemici\Nobile Minore.md,enemy
Ogre di Caverna.md,02_Meccaniche_DaggerHeart\Nemici\Ogre di Caverna.md,enemy
Ombra della Lama Seghettata.md,02_Meccaniche_DaggerHeart\Nemici\Ombra della Lama Seghettata.md,enemy
Oracolo del Destino.md,02_Meccaniche_DaggerHeart\Nemici\Oracolo del Destino.md,enemy
Orso.md,02_Meccaniche_DaggerHeart\Nemici\Orso.md,enemy
Pastore di Alberi Minore.md,02_Meccaniche_DaggerHeart\Nemici\Pastore di Alberi Minore.md,enemy
Pastore di Alberi Quercia.md,02_Meccaniche_DaggerHeart\Nemici\Pastore di Alberi Quercia.md,enemy
Piccola Melma Rossa.md,02_Meccaniche_DaggerHeart\Nemici\Piccola Melma Rossa.md,enemy
Piccola Melma Verde.md,02_Meccaniche_DaggerHeart\Nemici\Piccola Melma Verde.md,enemy
Piccolo Pastore di Alberi.md,02_Meccaniche_DaggerHeart\Nemici\Piccolo Pastore di Alberi.md,enemy
Pirata Resiliente.md,02_Meccaniche_DaggerHeart\Nemici\Pirata Resiliente.md,enemy
Predoni Pirati.md,02_Meccaniche_DaggerHeart\Nemici\Predoni Pirati.md,enemy
Ratto Gigante.md,02_Meccaniche_DaggerHeart\Nemici\Ratto Gigante.md,enemy
Recluta Gigante.md,02_Meccaniche_DaggerHeart\Nemici\Recluta Gigante.md,enemy
Rovi Intricati.md,02_Meccaniche_DaggerHeart\Nemici\Rovi Intricati.md,enemy
Scatola da Battaglia.md,02_Meccaniche_DaggerHeart\Nemici\Scatola da Battaglia.md,enemy
Scavatore Acido.md,02_Meccaniche_DaggerHeart\Nemici\Scavatore Acido.md,enemy
Sciame di Ratti.md,02_Meccaniche_DaggerHeart\Nemici\Sciame di Ratti.md,enemy
Sciame di Rovi Intricati.md,02_Meccaniche_DaggerHeart\Nemici\Sciame di Rovi Intricati.md,enemy
Scintilla Elementale.md,02_Meccaniche_DaggerHeart\Nemici\Scintilla Elementale.md,enemy
Scorpione Gigante.md,02_Meccaniche_DaggerHeart\Nemici\Scorpione Gigante.md,enemy
Seguace della Lama Seghettata.md,02_Meccaniche_DaggerHeart\Nemici\Seguace della Lama Seghettata.md,enemy
Sentinella Guardiana della Cripta.md,02_Meccaniche_DaggerHeart\Nemici\Sentinella Guardiana della Cripta.md,enemy
Serpente di Vetro.md,02_Meccaniche_DaggerHeart\Nemici\Serpente di Vetro.md,enemy
Servo dei Regni Esterni.md,02_Meccaniche_DaggerHeart\Nemici\Servo dei Regni Esterni.md,enemy
Sirena.md,02_Meccaniche_DaggerHeart\Nemici\Sirena.md,enemy
Soldato d'Assalto Caduto.md,02_Meccaniche_DaggerHeart\Nemici\Soldato d'Assalto Caduto.md,enemy
Soldato d'Elite.md,02_Meccaniche_DaggerHeart\Nemici\Soldato d'Elite.md,enemy
Soldato Maledetto.md,02_Meccaniche_DaggerHeart\Nemici\Soldato Maledetto.md,enemy
Soldato Silvano.md,02_Meccaniche_DaggerHeart\Nemici\Soldato Silvano.md,enemy
Spettro di Pietra.md,02_Meccaniche_DaggerHeart\Nemici\Spettro di Pietra.md,enemy
SpezzaGinocchia della Lama Seghettata.md,02_Meccaniche_DaggerHeart\Nemici\SpezzaGinocchia della Lama Seghettata.md,enemy
Spia.md,02_Meccaniche_DaggerHeart\Nemici\Spia.md,enemy
Squadrone di Arceri.md,02_Meccaniche_DaggerHeart\Nemici\Squadrone di Arceri.md,enemy
Squalo.md,02_Meccaniche_DaggerHeart\Nemici\Squalo.md,enemy
Stregone Caduto.md,02_Meccaniche_DaggerHeart\Nemici\Stregone Caduto.md,enemy
Stregone Guerriero.md,02_Meccaniche_DaggerHeart\Nemici\Stregone Guerriero.md,enemy
Tenente della Lama Seghettata.md,02_Meccaniche_DaggerHeart\Nemici\Tenente della Lama Seghettata.md,enemy
Terribile Pipistrello.md,02_Meccaniche_DaggerHeart\Nemici\Terribile Pipistrello.md,enemy
Teschio del Caos.md,02_Meccaniche_DaggerHeart\Nemici\Teschio del Caos.md,enemy
Torretta Guardiana della Cripta.md,02_Meccaniche_DaggerHeart\Nemici\Torretta Guardiana della Cripta.md,enemy
Vampiro.md,02_Meccaniche_DaggerHeart\Nemici\Vampiro.md,enemy
Zanna Cultista.md,02_Meccaniche_DaggerHeart\Nemici\Zanna Cultista.md,enemy
Zanzare Giganti.md,02_Meccaniche_DaggerHeart\Nemici\Zanzare Giganti.md,enemy
Zombie Barcollante.md,02_Meccaniche_DaggerHeart\Nemici\Zombie Barcollante.md,enemy
Zombie Marcio.md,02_Meccaniche_DaggerHeart\Nemici\Zombie Marcio.md,enemy
Zombie Muscoloso.md,02_Meccaniche_DaggerHeart\Nemici\Zombie Muscoloso.md,enemy
Zombie Perfezionato.md,02_Meccaniche_DaggerHeart\Nemici\Zombie Perfezionato.md,enemy
Ispirazione Divina.md,02_Meccaniche_DaggerHeart\Regole_di_Casa\Ispirazione Divina.md,house_rule
Teriantropia.md,02_Meccaniche_DaggerHeart\Regole_di_Casa\Teriantropia.md,house_rule
Vampirismo.md,02_Meccaniche_DaggerHeart\Regole_di_Casa\Vampirismo.md,house_rule
Beastbound.md,02_Meccaniche_DaggerHeart\SottoClassi\Beastbound.md,subclass
Call of the Brave.md,02_Meccaniche_DaggerHeart\SottoClassi\Call of the Brave.md,subclass
Call of the Slayer.md,02_Meccaniche_DaggerHeart\SottoClassi\Call of the Slayer.md,subclass
Cavaliere di Kurash.md,02_Meccaniche_DaggerHeart\SottoClassi\Cavaliere di Kurash.md,subclass
Cavaliere di Öuin.md,02_Meccaniche_DaggerHeart\SottoClassi\Cavaliere di Öuin.md,subclass
Cavaliere Ospedaliere.md,02_Meccaniche_DaggerHeart\SottoClassi\Cavaliere Ospedaliere.md,subclass
Divine Wielder.md,02_Meccaniche_DaggerHeart\SottoClassi\Divine Wielder.md,subclass
Elemental Origin.md,02_Meccaniche_DaggerHeart\SottoClassi\Elemental Origin.md,subclass
Nightwalker.md,02_Meccaniche_DaggerHeart\SottoClassi\Nightwalker.md,subclass
Primal Origin.md,02_Meccaniche_DaggerHeart\SottoClassi\Primal Origin.md,subclass
School of Knowledge.md,02_Meccaniche_DaggerHeart\SottoClassi\School of Knowledge.md,subclass
School of War.md,02_Meccaniche_DaggerHeart\SottoClassi\School of War.md,subclass
SottoClassi.md,02_Meccaniche_DaggerHeart\SottoClassi\SottoClassi.md,subclass
Stalwart.md,02_Meccaniche_DaggerHeart\SottoClassi\Stalwart.md,subclass
Syndicate.md,02_Meccaniche_DaggerHeart\SottoClassi\Syndicate.md,subclass
Troubadour.md,02_Meccaniche_DaggerHeart\SottoClassi\Troubadour.md,subclass
Vengeance.md,02_Meccaniche_DaggerHeart\SottoClassi\Vengeance.md,subclass
Warden of Renewal.md,02_Meccaniche_DaggerHeart\SottoClassi\Warden of Renewal.md,subclass
Warden of the Elements.md,02_Meccaniche_DaggerHeart\SottoClassi\Warden of the Elements.md,subclass
Wayfinder.md,02_Meccaniche_DaggerHeart\SottoClassi\Wayfinder.md,subclass
Winged Sentinel.md,02_Meccaniche_DaggerHeart\SottoClassi\Winged Sentinel.md,subclass
Wordsmith.md,02_Meccaniche_DaggerHeart\SottoClassi\Wordsmith.md,subclass
Abile Inganno.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Abile Inganno.md,ability
Appoggiati.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Appoggiati.md,ability
Approccio Strategico.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Approccio Strategico.md,ability
Armatura Fortificata.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Armatura Fortificata.md,ability
Armatura Infrangibile.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Armatura Infrangibile.md,ability
Assalto.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Assalto.md,ability
Attraverso i Tuoi Occhi.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Attraverso i Tuoi Occhi.md,ability
Audace.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Audace.md,ability
Aura Confondente.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Aura Confondente.md,ability
Aura Sovrastante.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Aura Sovrastante.md,ability
Barriera di Rigenerazione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Barriera di Rigenerazione.md,ability
Cacciare.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Cacciare.md,ability
Cacciatore d'Ombre.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Cacciatore d'Ombre.md,ability
Camminatore di Fessura.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Camminatore di Fessura.md,ability
Cammino sulle Pareti.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Cammino sulle Pareti.md,ability
Campo di Guarigione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Campo di Guarigione.md,ability
Carica di Incantesimo.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Carica di Incantesimo.md,ability
Carisma Infinito.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Carisma Infinito.md,ability
Catena di Fulmini.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Catena di Fulmini.md,ability
Cieli che Cadono.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Cieli che Cadono.md,ability
Colpire al Suolo.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Colpire al Suolo.md,ability
Colpito dalla Lama.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Colpito dalla Lama.md,ability
Colpo del Mietitore.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Colpo del Mietitore.md,ability
Colpo di Frantumazione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Colpo di Frantumazione.md,ability
Colpo di Rottura.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Colpo di Rottura.md,ability
Colpo di Sfioramento.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Colpo di Sfioramento.md,ability
Colpo Guaritore.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Colpo Guaritore.md,ability
Colpo Risonante.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Colpo Risonante.md,ability
Colpo.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Colpo.md,ability
Combattente Versatile.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Combattente Versatile.md,ability
Concentrazione Letale.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Concentrazione Letale.md,ability
Condividi il Carico.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Condividi il Carico.md,ability
Conosci il tuo nemico.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Conosci il tuo nemico.md,ability
ControIncantesimo.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\ControIncantesimo.md,ability
Controllare.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Controllare.md,ability
Corazza.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Corazza.md,ability
Corsa verso la Morte.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Corsa verso la Morte.md,ability
Custode delle Rune.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Custode delle Rune.md,ability
Discorso Rassicurante.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Discorso Rassicurante.md,ability
Distruttore di Corpi.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Distruttore di Corpi.md,ability
Divinazione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Divinazione.md,ability
Dominio Vegetale.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Dominio Vegetale.md,ability
Eclissi.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Eclissi.md,ability
Entusiasmo di Massa.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Entusiasmo di Massa.md,ability
Equidi Evocati.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Equidi Evocati.md,ability
Esperto di Furtività.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Esperto di Furtività.md,ability
Esplosione Ammantata.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Esplosione Ammantata.md,ability
Esplosione di Conservazione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Esplosione di Conservazione.md,ability
Estasi.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Estasi.md,ability
Evoca Sciame.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Evoca Sciame.md,ability
Famiglio della Natura.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Famiglio della Natura.md,ability
Famoso.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Famoso.md,ability
Ferocia.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Ferocia.md,ability
Forma Materiale.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Forma Materiale.md,ability
